time_s,log_time_s,sample_time_us,log_time_us,state,lagged,pressure_pa,temperature_c,baro_altitude_rel_m,smooth_altitude_m,dalt_dt_mps,dalt_dt_z,alignment_weight
75.113445,75.118614,1197274483,1197279652,fresh,False,80698,24.75,1535.285563997525,1535.7946566904373,-14.574391396559804,0.020941552747672953,0.27094155274767295
75.13678,75.140049,1197297818,1197301087,fresh,False,80699,24.76,1535.1846497556792,1535.4523931388007,-15.829706256903592,-0.03830607007906697,0.28830607007906695
75.158324,75.161536,1197319362,1197322574,fresh,False,80702,24.76,1534.8819131052596,1535.0882389447047,-17.878993496095063,-0.1350271408214431,0.38502714082144307
75.178848,75.182993,1197339886,1197344031,fresh,False,80703,24.76,1534.7810029134137,1534.7022039078881,-19.05794902252819,-0.19067080008672177,0.44067080008672177
75.199522,75.204481,1197360560,1197365519,fresh,False,80707,24.75,1534.377372270208,1534.3030145903524,-18.13891166938265,-0.14729460803882377,0.39729460803882377
75.220757,75.225925,1197381795,1197386963,fresh,False,80704,24.75,1534.6800937340038,1533.9433506379348,-19.95680739296222,-0.23309459621030829,0.48309459621030826
75.242118,75.247394,1197403156,1197408432,fresh,False,80687,24.75,1536.3956874914234,1533.452171253899,-20.494740460628236,-0.25848364919290334,0.5084836491929033
75.265885,75.268886,1197426923,1197429924,fresh,False,80687,24.76,1536.3956874914234,1533.0311688099641,-21.408594495886064,-0.3016152020089211,0.5516152020089211
75.28686,75.290352,1197447898,1197451390,fresh,False,80699,24.76,1535.1846497556792,1532.5137281259374,-25.64563748738874,-0.5015927000785947,0.7515927000785947
75.307461,75.311856,1197468499,1197472894,fresh,False,80697,24.76,1535.3864792519203,1531.9656495005206,-29.29621609221067,-0.6738905921139223,0.9238905921139223
75.328023,75.333297,1197489061,1197494335,fresh,False,80700,24.76,1535.0837365263726,1531.3080177406246,-32.610017350671114,-0.830293462251436,1.080293462251436
75.349633,75.354791,1197510671,1197515829,fresh,False,80719,24.76,1533.1665775204767,1530.5890718479866,-33.41011042059836,-0.8680557909952823,1.1180557909952822
75.371063,75.376281,1197532101,1197537319,fresh,False,80728,24.76,1532.2585771017434,1529.8700971298108,-34.2124471701718,-0.9059240156299697,1.1559240156299697
75.394402,75.397739,1197555440,1197558777,fresh,False,80744,24.76,1530.644556499397,1529.0547725932113,-37.00891711884469,-1.0379101826063641,1.2879101826063641
75.415912,75.419216,1197576950,1197580254,fresh,False,80761,24.77,1528.9299433362705,1528.217576862837,-39.78890995911934,-1.1691186725755833,1.4191186725755833
75.43705,75.44065,1197598088,1197601688,fresh,False,80764,24.77,1528.6273948797343,1527.3584951304636,-42.67273263988318,-1.3052276631457271,1.5552276631457271
75.457567,75.462153,1197618605,1197623191,fresh,False,80772,24.77,1527.8206434805472,1526.4425298191877,-44.61504479321593,-1.3968997858201422,1.6468997858201422
75.478308,75.483612,1197639346,1197644650,fresh,False,80801,24.77,1524.8967119089832,1525.517780750925,-46.98530185701384,-1.5087698042152522,1.7587698042152522
75.499918,75.505066,1197660956,1197666104,fresh,False,80795,24.77,1525.5015935451795,1524.4483971737575,-48.37890479496127,-1.574544267536059,1.824544267536059
75.523231,75.52651,1197684269,1197687548,fresh,False,80814,24.78,1523.5862597862763,1523.348373101588,-48.57601833240915,-1.5838475179712193,1.8338475179712193
75.544678,75.547967,1197705716,1197709005,fresh,False,80828,24.78,1522.175194528819,1522.2791180898228,-50.85842742450768,-1.6915713387407285,1.9415713387407285
75.566388,75.569448,1197727426,1197730486,fresh,False,80850,24.77,1519.9582060487662,1521.1529452761006,-53.5304996065679,-1.8176862520662753,2.0676862520662755
75.586984,75.590901,1197748022,1197751939,fresh,False,80866,24.78,1518.3461575745885,1520.0180539376154,-52.810278345546976,-1.783693666641866,2.0336936666418657
75.607628,75.612393,1197768666,1197773431,fresh,False,80862,24.78,1518.7491454794863,1518.9752697079912,-48.922506949114904,-1.6002008867752173,1.8502008867752173
75.628749,75.633836,1197789787,1197794874,fresh,False,80885,24.77,1516.4321854138886,1517.9763400078336,-39.59437898346005,-1.1599373123941041,1.4099373123941041
75.665246,75.67691,1197826284,1197837948,fresh,False,80893,24.78,1515.626411306648,1517.0169522828623,-29.05354034120319,-0.6624369227445105,0.9124369227445105
75.695172,75.698392,1197856210,1197859430,fresh,False,80899,24.78,1515.0221230688235,1516.0796045161171,-38.83949518654845,-1.1243087447013844,1.3743087447013844
75.715772,75.71988,1197876810,1197880918,fresh,False,80916,24.78,1513.310170110868,1515.1729131433658,-43.11864721208258,-1.3262736805404243,1.5762736805404243
75.736416,75.741357,1197897454,1197902395,fresh,False,80915,24.79,1513.4108651639676,1514.3012979184052,-38.52474483567494,-1.1094533401632507,1.3594533401632507
