0.01000,323.39700
0.01000,161.69800
0.01000,161.69800
0.01000,161.69800
0.01000,161.69800
0.02000,646.79400
0.02000,485.09500
0.02000,485.09500
0.02000,485.09500
0.02000,485.09500
0.03000,808.49200
0.03000,808.49200
0.03000,808.49200
0.03000,808.49200
0.03000,970.19100
0.04000,1131.88900
0.04000,1131.88900
0.04000,1131.88900
0.04000,1293.58800
0.04000,1131.88900
0.05000,1455.28600
0.05000,1455.28600
0.05000,1455.28600
0.05000,1616.98500
0.05000,1455.28600
0.06000,1778.68300
0.06000,1940.38200
0.06000,1778.68300
0.06000,1778.68300
0.06000,1778.68300
0.07000,2102.08000
0.07000,2102.08000
0.07000,2102.08000
0.07000,2102.08000
0.07000,2263.77900
0.08000,2425.47700
0.08000,2425.47700
0.08000,2425.47700
0.08000,2425.47700
0.08200,2651.85500
0.09000,2647.84800
0.09000,2647.84800
0.09000,2647.84800
0.09000,2647.84800
0.09200,2659.54500
0.10000,2661.85300
0.10000,2661.85300
0.10000,2661.85300
0.10000,2661.85300
0.10200,2667.23600
0.11000,2669.54300
0.11000,2669.54300
0.11000,2669.54300
0.11000,2669.54300
0.11200,2674.92600
0.12000,2677.23300
0.12000,2677.23300
0.12000,2677.23300
0.12000,2677.23300
0.12200,2682.61700
0.13000,2684.92400
0.13000,2684.92400
0.13000,2684.92400
0.13000,2684.92400
0.13200,2690.30700
0.14000,2692.61400
0.14000,2692.61400
0.14000,2692.61400
0.14000,2692.61400
0.14200,2697.99800
0.15000,2700.30500
0.15000,2700.30500
0.15000,2700.30500
0.15000,2700.30500
0.15200,2705.68800
0.16000,2707.99500
0.16000,2707.99500
0.16000,2707.99500
0.16000,2707.99500
0.16200,2713.37800
0.17000,2715.68500
0.17000,2715.68500
0.17000,2715.68500
0.17000,2715.68500
0.17200,2721.06900
0.18000,2723.37600
0.18000,2723.37600
0.18000,2723.37600
0.18000,2723.37600
0.18200,2728.75900
0.19000,2731.06600
0.19000,2731.06600
0.19000,2731.06600
0.19000,2731.06600
0.19200,2736.45000
0.20000,2738.63800
0.20000,2738.75700
0.20000,2738.75700
0.20000,2738.75700
0.20200,2744.14000
0.20900,2745.84900
0.21000,2746.44700
0.21000,2746.44700
0.21000,2746.44700
0.21200,2751.83000
0.21700,2752.62100
0.22000,2754.13800
0.22000,2754.13800
0.22000,2754.13800
0.22200,2759.52100
0.23000,2761.82800
0.23000,2761.82800
0.23000,2761.82800
0.23000,2760.83600
0.23200,2767.21100
0.24000,2769.51800
0.24000,2769.51800
0.24000,2769.51800
0.24200,2774.90200
0.24900,2780.28500
0.24900,2773.15700
0.25000,2777.18200
0.25000,2777.18200
0.25000,2777.18200
0.25900,2782.70700
0.26000,2781.73800
0.26000,2781.73800
0.26000,2781.73800
0.26900,2785.12900
0.27000,2784.16000
0.27000,2784.16000
0.27000,2784.16000
0.27800,2783.86200
0.27900,2787.55100
0.28000,2786.58200
0.28000,2786.58200
0.28000,2786.58200
0.28900,2789.97300
0.29000,2789.00400
0.29000,2789.00400
0.29000,2789.00400
0.29900,2792.39500
0.30000,2791.42600
0.30000,2791.42600
0.30000,2791.42600
0.30900,2794.81700
0.31000,2793.84800
0.31000,2793.84800
0.31000,2793.84800
0.31900,2797.23900
0.32000,2796.27000
0.32000,2796.27000
0.32000,2796.27000
0.32100,2792.59400
0.32900,2799.66100
0.33000,2798.69200
0.33000,2798.69200
0.33000,2798.69200
0.33900,2802.08300
0.34000,2801.11500
0.34000,2801.11500
0.34000,2801.11500
0.34900,2804.50500
0.35000,2803.53700
0.35000,2803.53700
0.35000,2803.53700
0.35900,2806.92700
0.36000,2805.95900
0.36000,2805.95900
0.36000,2805.95900
0.36900,2809.34900
0.37000,2808.38100
0.37000,2808.38100
0.37000,2808.38100
0.37100,2803.88800
0.38000,2810.80300
0.38400,2812.98200
0.38500,2811.40800
0.38500,2811.40800
0.39000,2813.22500
0.40000,2815.64700
0.40700,2818.43200
0.40800,2815.94900
0.40800,2815.94900
0.41000,2818.06900
0.41600,2820.73300
0.42000,2820.40400
0.42100,2815.96600
0.43000,2821.93400
0.43000,2822.63400
0.44100,2821.73400
0.44100,2821.73400
0.44500,2823.60100
0.45200,2825.48500
0.46800,2826.10200
0.47100,2824.79500
0.48400,2829.76200
0.49100,2827.43600
0.49100,2827.43600
0.50100,2829.85400
0.52100,2831.46500
0.53200,2836.17800
0.54100,2834.10600
0.54100,2834.10600
0.55100,2835.44000
0.57100,2838.13500
0.58300,2843.01000
0.59100,2840.70400
0.59100,2840.70400
0.60100,2841.76000
0.62100,2843.25100
0.63300,2844.42500
0.64100,2843.95100
0.64100,2843.95100
0.65100,2844.23400
0.67100,2844.80600
0.68300,2845.84000
0.69100,2845.36600
0.69100,2845.36600
0.70100,2845.64900
0.72100,2846.22100
0.73300,2847.25600
0.74100,2846.78100
0.74100,2846.78100
0.75100,2847.76500
0.75100,2847.06400
0.77100,2847.60400
0.77800,2848.32300
0.79100,2848.07300
0.79100,2848.07300
0.80100,2848.28700
0.81800,2849.15900
0.82100,2848.70400
0.84100,2849.11300
0.84100,2849.11300
0.85100,2849.32000
0.86800,2850.19200
0.87100,2849.73700
0.89100,2850.14600
0.89100,2850.14600
0.90100,2850.35300
0.91800,2851.21500
0.92100,2850.77000
0.94100,2851.18200
0.94100,2851.18200
0.95100,2851.39200
0.96800,2852.27600
0.97100,2851.81900
0.99100,2852.23900
0.99100,2852.23900
1.00100,2852.45100
1.01800,2853.33700
1.02100,2852.87900
1.04100,2853.30000
1.04100,2853.30000
1.05100,2853.51200
1.06800,2854.39800
1.07100,2853.94000
1.08400,2854.73700
1.09100,2854.37100
1.09100,2854.37100
1.10100,2854.63300
1.10800,2855.73000
1.12100,2855.28400
1.14100,2856.07200
1.14100,2856.07200
1.14400,2857.22000
1.15100,2856.48600
1.17100,2857.32200
1.19100,2858.14100
1.19100,2858.14100
1.19400,2859.29000
1.20100,2858.55500
1.22100,2859.39100
1.24100,2860.21000
1.24100,2860.21000
1.24400,2861.35900
1.25100,2860.62400
1.25200,2861.69000
1.26400,2861.43300
1.27100,2861.22300
1.28200,2861.04700
1.29100,2861.31200
1.29100,2861.31200
1.30100,2861.17000
1.30900,2860.46800
1.32100,2860.73700
1.34100,2860.31200
1.34100,2860.31200
1.34900,2859.60000
1.35100,2860.09800
1.37100,2859.66500
1.39100,2859.24000
1.39100,2859.24000
1.39900,2858.52800
1.40100,2859.02600
1.42000,2858.08800
1.42100,2858.59200
1.44100,2858.07500
1.44100,2858.07500
1.45100,2856.79100
1.45100,2857.75100
1.47100,2856.97200
1.49100,2856.13700
1.49100,2856.13700
1.49700,2854.84500
1.50100,2855.71500
1.52100,2854.86300
1.54100,2854.02800
1.54100,2854.02800
1.54700,2852.73600
1.55100,2853.60600
1.57100,2852.75400
1.58600,2851.08600
1.59100,2851.92000
1.59100,2851.92000
1.60100,2851.50600
1.62100,2850.69200
1.63600,2849.16200
1.64100,2849.92200
1.64100,2849.92200
1.65100,2849.53700
1.67100,2848.76000
1.68600,2847.23800
1.69100,2847.99800
1.69100,2847.99800
1.70100,2847.61400
1.72100,2846.83600
1.73600,2845.31500
1.74100,2846.07400
1.74100,2846.07400
1.75100,2845.69000
1.75400,2844.62200
1.77100,2844.78000
1.78100,2842.40900
