time_s,barometer_v1
0.0,96453.52245861711
0.01,96455.1140017398
0.02,96454.4161813373
0.03,96453.46310303344
0.04,96453.71814686546
0.05,96454.33247767102
0.06,96453.84714511881
0.07,96453.52952003742
0.08,96453.0973949929
0.09,96451.56370216253
0.1,96451.16430135611
0.11,96450.53712449288
0.12,96449.60045409118
0.13,96448.41800649944
0.14,96446.68727575842
0.15,96444.5122004034
0.16,96442.54225374084
0.17,96443.73681063842
0.18,96440.89428990401
0.19,96437.86108470432
0.2,96437.98629629219
0.21,96436.4690244889
0.22,96432.95671996001
0.23,96432.09850300227
0.24,96431.13184419698
0.25,96427.79920400036
0.26,96423.4750545171
0.27,96422.62943046707
0.28,96421.11595020496
0.29,96415.59420718926
0.3,96414.04619171954
0.31,96411.06923962927
0.32,96406.18972624661
0.33,96403.21468726339
0.34,96399.89701736327
0.35000000000000003,96395.43091002956
0.36,96392.27729171711
0.37,96388.90552237566
0.38,96385.28951329066
0.39,96382.1209691943
0.4,96377.0156192165
0.41000000000000003,96372.33367606849
0.42,96370.0959734474
0.43,96365.42187604812
0.44,96362.0912121891
0.45,96354.34566526259
0.46,96349.52547798387
0.47000000000000003,96345.33641325991
0.48,96341.12913094465
0.49,96335.24340976647
0.5,96331.92185511753
0.51,96325.36945836451
0.52,96321.95883896445
0.53,96315.21200440505
0.54,96308.86453583694
0.55,96304.66870018282
0.56,96296.28566465879
0.5700000000000001,96291.44132958306
0.58,96285.88889862064
0.59,96280.32457384077
0.6,96272.47677822279
0.61,96267.55952635694
0.62,96261.79300280167
0.63,96254.18722212606
0.64,96246.75761216665
0.65,96241.44306357394
0.66,96234.27072935682
0.67,96226.33976024234
0.68,96219.44163683994
0.6900000000000001,96211.26556023512
0.7000000000000001,96201.4869365426
0.71,96194.69964765364
0.72,96189.20238109001
0.73,96181.71173346025
0.74,96172.24326810038
0.75,96163.42592299798
0.76,96154.81569097738
0.77,96147.94463065229
0.78,96138.8709964343
0.79,96131.04025010785
0.8,96124.16615833898
0.81,96113.80953069594
0.8200000000000001,96104.11920471596
0.8300000000000001,96095.85619955948
0.84,96086.6304938096
0.85,96077.72973211239
0.86,96068.43907490262
0.87,96057.37737561986
0.88,96048.37594098781
0.89,96037.82155670959
0.9,96028.11065377113
0.91,96018.8180990998
0.92,96009.88734642994
0.93,95997.91024079981
0.9400000000000001,95988.72164899138
0.9500000000000001,95978.58592215172
0.96,95966.94728812053
0.97,95958.25859614654
0.98,95944.5812204896
0.99,95934.24429727643
1.0,95923.37379016583
1.01,95913.14557622322
1.02,95900.69080505345
1.03,95888.78692986937
1.04,95877.08893727622
1.05,95864.27681291502
1.06,95853.96942699519
1.07,95841.74650266813
1.08,95830.626521461
1.09,95815.6682121191
1.1,95803.91996148483
1.11,95792.57593803864
1.12,95779.73521934699
1.1300000000000001,95765.60125866627
1.1400000000000001,95752.63911931682
1.1500000000000001,95740.40470148808
1.16,95725.74771543489
1.17,95714.89243420964
1.18,95699.32921275265
1.19,95685.68390868076
1.2,95674.98999795072
1.21,95659.34864672915
1.22,95646.78707051597
1.23,95631.65210938021
1.24,95616.84403109814
1.25,95603.68520835391
1.26,95586.79070035038
1.27,95574.34057093358
1.28,95558.81242389907
1.29,95542.85485462424
1.3,95528.1975189783
1.31,95515.18582255901
1.32,95497.58309173046
1.33,95482.88419682036
1.34,95468.02895441285
1.35,95451.49062888372
1.36,95435.48278248317
1.37,95421.55391712429
1.3800000000000001,95404.55715232679
1.3900000000000001,95387.99374633338
1.4000000000000001,95375.31538579124
1.41,95354.17360173297
1.42,95338.32375807702
1.43,95322.54396092064
1.44,95305.5339711396
1.45,95287.66024928098
1.46,95271.70539707004
1.47,95255.09873305188
1.48,95234.99273682774
1.49,95218.95677386098
1.5,95203.35879142449
1.51,95183.83220579852
1.52,95166.3932782399
1.53,95148.4900826363
1.54,95129.68536682277
1.55,95112.83389050253
1.56,95093.73255344496
1.57,95073.91004653643
1.58,95055.36123273027
1.59,95037.32923963145
1.6,95018.79334886579
1.61,94998.95977390057
1.62,94980.3068106108
1.6300000000000001,94959.92491498939
1.6400000000000001,94943.81827600472
1.6500000000000001,94923.1556844451
1.6600000000000001,94900.75575220442
1.67,94884.10436184652
1.68,94862.89725162182
1.69,94843.9465164642
1.7,94823.92029222795
1.71,94802.74414434121
1.72,94782.35742743746
1.73,94760.89474067253
1.74,94740.39947272361
1.75,94720.80862562497
1.76,94700.92127186578
1.77,94676.49046586016
1.78,94656.41686624123
1.79,94636.55447958094
1.8,94615.46604571422
1.81,94592.76165987435
1.82,94571.07101416266
1.83,94551.14073354284
1.84,94528.26893701179
1.85,94505.48118566682
1.86,94484.89807997165
1.87,94462.13850519416
1.8800000000000001,94438.20227750279
1.8900000000000001,94416.86934906509
1.9000000000000001,94393.63276883616
1.9100000000000001,94373.15167924069
1.92,94349.3556967278
1.93,94325.55603241069
1.94,94304.44781161945
1.95,94278.42895438884
1.96,94257.31497600499
1.97,94232.01452290172
1.98,94208.18393934525
1.99,94186.43644190415
2.0,94160.85866170771
2.0100000000000002,94139.07529139616
2.02,94114.28358883096
2.0300000000000002,94089.32980967905
2.04,94066.91370065934
2.05,94040.65604537913
2.06,94017.35836255839
2.07,93990.94527436132
2.08,93966.7402981647
2.09,93942.37379131757
2.1,93918.1127465232
2.11,93891.53697325638
2.12,93869.01455254835
2.13,93841.36565855365
2.14,93817.42605319004
2.15,93791.47035396802
2.16,93767.50667298149
2.17,93740.69676803403
2.18,93713.59267118099
2.19,93686.29253018882
2.2,93663.18536442991
2.21,93638.45167485646
2.22,93609.45735359288
2.23,93582.7920216009
2.24,93559.34855192101
