time_s,gnss_x,gnss_y,gnss_z
0.0,33.498582397604885,-99.33759016544832,413.5804074641761
0.1,33.498600233371526,-99.33765108690017,418.50882896541816
0.2,33.498601273475295,-99.33760402253793,422.1526966581581
0.3,33.498631439371664,-99.33760196572585,425.62594667622756
0.4,33.49864165473749,-99.33764201941725,421.12847647889737
0.5,33.49864536581078,-99.33758995791277,414.72441807246804
0.6,33.49858969477863,-99.33759278549913,428.1974368966598
0.7000000000000001,33.4985880011673,-99.33767014604503,425.8438706502475
0.8,33.498621654386305,-99.3376405772962,446.789651246235
0.9,33.498602644876094,-99.33761679183559,456.4422604982843
1.0,33.49863092858361,-99.33765436811956,464.6345492878101
1.1,33.49859294155818,-99.33760620378412,481.3427309681892
1.2,33.49860573098071,-99.33759244050908,481.9769058103115
1.3,33.4986506021049,-99.33765231928679,494.5935470753464
1.4000000000000001,33.498659352593066,-99.33761490743971,515.0579124107417
1.5,33.49861881273261,-99.33762650055415,527.8169453586107
1.6,33.4986534606,-99.33760291474624,543.0331950025147
1.7,33.498628326056206,-99.33765462042058,556.1682610717954
1.8,33.49865839270519,-99.33765254132473,576.4784484157861
1.9000000000000001,33.49859158884896,-99.337619971719,597.8746762135834
2.0,33.49862346775271,-99.3376515340443,617.1446310741934
2.1,33.49866179093619,-99.33770765332207,636.8005146988581
2.2,33.498646900544124,-99.33768649121264,658.3414118456932
2.3000000000000003,33.49869372501891,-99.33767964176653,680.5787220973826
2.4,33.49864280328058,-99.3377279827505,706.7667328632541
2.5,33.49865703986727,-99.33769575610596,729.8840224321364
2.6,33.498639909557056,-99.33769925913802,750.3805105288754
2.7,33.49861346257085,-99.33777418203564,784.5176368289352
2.8000000000000003,33.49866145950253,-99.3377441266513,807.0296463218438
2.9,33.498650909053964,-99.33771407056524,840.0398638302861
3.0,33.49868471145266,-99.33770330139498,864.1771562481101
3.1,33.49859665664838,-99.33775711369678,886.3862237847859
3.2,33.49864345366922,-99.33779015252368,918.4012204048842
3.3000000000000003,33.498691640785914,-99.33777599433802,943.2930737335635
3.4,33.4986734524012,-99.33776962304779,979.9947311557038
3.5,33.49869029682587,-99.33780619339532,992.7010044403856
3.6,33.49866326915223,-99.33783391697133,1024.0646945203155
3.7,33.49866623460711,-99.33785140991431,1059.170061320142
3.8000000000000003,33.498683850731105,-99.33783223360429,1072.2207191202126
3.9,33.49867713457025,-99.33786215957292,1120.5492199417051
4.0,33.498665440096765,-99.33788922806475,1133.2025751809902
4.1,33.49874709083279,-99.33781004281535,1166.8715074132165
4.2,33.498743159650125,-99.33793620034761,1193.7896425803751
4.3,33.498726708389135,-99.33789405907957,1212.9740160596762
4.4,33.498702908528266,-99.33792501419018,1239.3970323706856
4.5,33.498688461810275,-99.33794439223927,1275.118361324721
4.6000000000000005,33.498734521377635,-99.33790126526043,1286.4463629079767
4.7,33.49880242226273,-99.33794270857258,1327.4425329862763
4.8,33.4987815039527,-99.33792447368533,1341.4693574798882
4.9,33.49870987568029,-99.337941660879,1369.0920317910009
5.0,33.49873913428596,-99.33796866355088,1389.3365515612413
5.1000000000000005,33.498693662201774,-99.33792911452416,1415.8166873903936
5.2,33.4987058121347,-99.33796410951373,1441.3681592372836
5.3,33.49873141709948,-99.33797652990108,1456.0805236301092
5.4,33.498757382040196,-99.33802085487409,1480.2521462262087
5.5,33.49872075209618,-99.33802514416917,1507.9363002834882
5.6000000000000005,33.49874200152838,-99.33805972487716,1537.6222104598507
5.7,33.498759857595374,-99.33802853446554,1557.2630644090532
5.8,33.498759590021585,-99.33803574913162,1582.0629461520696
5.9,33.49877018809579,-99.33807378622353,1609.883359739407
6.0,33.49876139336425,-99.33809460193633,1629.4003967455883
6.1000000000000005,33.498798819883305,-99.33809060615326,1642.5355864663877
6.2,33.49880661654956,-99.33808513637929,1669.063486258745
6.3,33.49879838535308,-99.3381167718842,1693.8865937001926
6.4,33.498766277494774,-99.33809039182334,1715.9371853814655
6.5,33.49879249796256,-99.3381315885246,1732.9644128303046
6.6000000000000005,33.49880111644993,-99.33814977612168,1761.5346136584778
6.7,33.49878289191345,-99.3381099332017,1775.91106808455
6.8,33.49880493510484,-99.33810311745034,1800.7960043757982
6.9,33.49880879433615,-99.33817931805677,1816.6876213331273
7.0,33.49880608899995,-99.33817911335954,1845.4192904372399
7.1000000000000005,33.49878564265869,-99.33818986801444,1860.8867406363736
7.2,33.498814466477256,-99.3381522442127,1876.96332856041
7.3,33.498794566200864,-99.33821707345793,1906.3683985853097
7.4,33.498771999445296,-99.33816410096516,1917.2145272194282
7.5,33.49878932491187,-99.33822012415217,1939.3471870365333
7.6000000000000005,33.49880864289603,-99.33816018643674,1954.5725492779966
7.7,33.49881960057002,-99.33821400361485,1981.8883423597965
7.8,33.49881266384658,-99.33826522640109,1992.5551362537885
7.9,33.4988009035825,-99.338178397587,2011.2864086336672
8.0,33.498794161760024,-99.33828200565164,2037.3457370585302
8.1,33.49883420972803,-99.3383227594358,2056.1590695283094
8.2,33.49882850704325,-99.33825081881322,2056.2041785494093
8.3,33.49884398016871,-99.33828376866127,2090.4008634235884
8.4,33.49882846823196,-99.33827098003981,2114.413049225908
8.5,33.49879896963746,-99.33825220767247,2131.6025277917724
8.6,33.498869219136104,-99.33824330868701,2145.3924594203795
8.700000000000001,33.498816181809445,-99.33832637553607,2171.3724170050355
8.8,33.498856438842715,-99.33830670856,2179.9647107955184
8.9,33.498811719267515,-99.33839473384522,2203.6453350092406
9.0,33.498841180434084,-99.33837086981141,2205.096283389559
9.1,33.49883134367029,-99.33831879652023,2235.699737877174
9.200000000000001,33.49887330908885,-99.33831430815214,2252.5684840482472
9.3,33.49887292742148,-99.33834346146489,2265.6485029268206
9.4,33.49882494760584,-99.33833401623872,2288.2992191520484
9.5,33.4988903374668,-99.33838127578034,2299.747364333092
9.6,33.49886350905547,-99.33835309805927,2319.51005937264
9.700000000000001,33.49887591138893,-99.33836354816647,2327.119836448388
9.8,33.498897271189264,-99.33834880961115,2351.740910188561
9.9,33.49889641994749,-99.33836589910337,2376.704264012039
10.0,33.49883648309022,-99.3383949791474,2386.0889961940925
10.1,33.49886097675343,-99.33832545104092,2398.679607611891
10.200000000000001,33.49887233445173,-99.33834838436252,2411.6087294557087
10.3,33.498873005558444,-99.33839845076615,2432.0864765160795
10.4,33.49889316054426,-99.3384220118482,2442.617192624685
10.5,33.49887740715959,-99.33846859273321,2462.8468791251335
10.6,33.498929576821546,-99.33845465330276,2487.373004940205
10.700000000000001,33.49890072095932,-99.33844352553935,2490.1899546620675
10.8,33.4988634343883,-99.33846123867878,2505.421162345922
10.9,33.49888782676828,-99.33845110181427,2532.431090702891
11.0,33.49890833940478,-99.33846969676875,2529.2628702772245
11.1,33.49892046326777,-99.33844757329368,2544.7106570671367
11.200000000000001,33.49883543805246,-99.33848462120234,2556.8570935147427
11.3,33.498825704425144,-99.33848115159402,2575.3632556851153
11.4,33.498876799069144,-99.33846961541683,2598.6348171782433
11.5,33.49892348348541,-99.33854443982327,2606.413515450898
11.6,33.498899172397905,-99.33852997455794,2617.7215200104906
11.700000000000001,33.49888608954824,-99.33852693711343,2645.7999574180512
11.8,33.49889955029074,-99.3385006037923,2656.6835863879983
11.9,33.49888572816336,-99.33853192400846,2661.6316073269822
12.0,33.49893217136254,-99.33849514272093,2682.0317370441776
12.1,33.498873316281575,-99.33853846536238,2693.7811988970757
12.200000000000001,33.49889206599761,-99.3385055232837,2699.532774626081
12.3,33.49890763910312,-99.3385422154547,2719.365591051211
12.4,33.49891082344756,-99.33849597081661,2728.69124793258
12.5,33.49892373071964,-99.33852670702694,2739.9083693195585
12.6,33.498892483793725,-99.3385980222135,2753.739865710602
12.700000000000001,33.49894260886514,-99.33863308672805,2771.878052678492
12.8,33.498899299688254,-99.33857375717223,2787.2852676812813
12.9,33.498883883100824,-99.33857761403682,2784.5224270210324
13.0,33.498961042927725,-99.33861883499834,2802.894743437273
13.1,33.498967417828155,-99.33859349303108,2810.4544882070686
13.200000000000001,33.49897507692992,-99.33860442124409,2815.9643425575164
13.3,33.498923752199566,-99.33863135200833,2841.2996226641076
13.4,33.49891935064943,-99.33855971545313,2845.6049044115566
13.5,33.49895662982689,-99.33857366054914,2863.8381978647476
13.6,33.49889643653938,-99.33859411986971,2868.828454982636
13.700000000000001,33.49896013596884,-99.33860375422466,2881.5245398077686
13.8,33.49892143239247,-99.33866445995749,2886.7332458669935
13.9,33.49900075618673,-99.33860554631985,2901.581650488953
14.0,33.49890066911144,-99.33864758816954,2922.2406700254132
14.1,33.49896604023032,-99.33865054001065,2925.1058992428784
14.200000000000001,33.49892716429781,-99.33865008926591,2934.8538607623495
14.3,33.49889181905515,-99.33871713788272,2957.3136304758864
14.4,33.498897996604036,-99.33869836153985,2958.0607555626766
14.5,33.49895910796852,-99.33863937754163,2961.8225121759224
14.6,33.49891782952228,-99.33866109238818,2976.7623802391277
14.700000000000001,33.498935005272074,-99.33867874264398,2993.5765229782414
14.8,33.498946043183146,-99.33869139187027,3001.1302796424775
14.9,33.49899429086816,-99.33864222452915,3012.608530580634
15.0,33.498892632104344,-99.338770369845,3023.1763351201703
15.1,33.49896089436666,-99.33866623757643,3024.36834567284
15.200000000000001,33.4989596810344,-99.33866979588339,3036.8708222806813
15.3,33.49891920849852,-99.33872997375802,3043.4970324753945
15.4,33.49895087639206,-99.33874002502965,3063.4697347075066
15.5,33.498918493068366,-99.33875755055067,3060.682362791703
15.6,33.49891839507728,-99.3387798458476,3076.875783363645
15.700000000000001,33.49900134741668,-99.33873005110681,3092.5056638401043
15.8,33.49895566043621,-99.33873012866732,3093.4933980603905
15.9,33.49899145278653,-99.33875375150443,3102.0208071649918
16.0,33.498926318688,-99.33878783989206,3113.1227682568338
