time_s,barometer_v1
0.0,96454.08504445988
0.01,96455.21327175506
0.02,96455.02707817697
0.03,96454.83425944207
0.04,96454.82179093294
0.05,96453.48567635157
0.06,96452.52674252997
0.07,96452.2237924452
0.08,96450.3187844821
0.09,96451.06233718082
0.1,96450.2256000313
0.11,96447.7588574376
0.12,96450.10700012022
0.13,96448.00009961677
0.14,96447.36245510876
0.15,96446.68193189644
0.16,96444.62294618515
0.17,96443.08610391288
0.18,96440.74034368194
0.19,96439.07797103803
0.2,96438.52202742815
0.21,96434.54804808462
0.22,96433.69397240116
0.23,96431.96795909794
0.24,96429.4907762187
0.25,96425.54359843524
0.26,96425.07605874492
0.27,96423.2714774659
0.28,96420.14417522766
0.29,96415.61898854404
0.3,96413.11362372994
0.31,96411.66647689576
0.32,96407.72968767639
0.33,96404.64529786896
0.34,96400.29107330853
0.35000000000000003,96397.22348707961
0.36,96392.56679662896
0.37,96388.40195661597
0.38,96385.55143625804
0.39,96381.56877124615
0.4,96378.11142085296
0.41000000000000003,96372.49136092198
0.42,96367.42120905974
0.43,96363.95024372583
0.44,96360.39055496771
0.45,96357.1010440692
0.46,96351.95183809065
0.47000000000000003,96345.57601446725
0.48,96343.02843115502
0.49,96336.98787536904
0.5,96332.34747341194
0.51,96325.12471352992
0.52,96319.77382760885
0.53,96314.96307115433
0.54,96308.3438226951
0.55,96303.11386757914
0.56,96297.5693114469
0.5700000000000001,96291.97790193709
0.58,96286.9807487939
0.59,96278.46636700821
0.6,96273.08109213969
0.61,96265.77427866275
0.62,96258.96037661062
0.63,96253.99052713554
0.64,96246.79902358576
0.65,96242.78542062326
0.66,96231.1790676921
0.67,96226.76857742283
0.68,96217.85325860493
0.6900000000000001,96211.27920668919
0.7000000000000001,96203.09237906708
0.71,96195.79860444747
0.72,96189.05884255875
0.73,96181.14235823978
0.74,96171.6243784951
0.75,96163.36959887967
0.76,96154.7596647425
0.77,96149.66174467021
0.78,96138.04092932357
0.79,96129.06866328382
0.8,96122.04254486394
0.81,96112.72317166558
0.8200000000000001,96104.09675692597
0.8300000000000001,96095.01461127934
0.84,96085.40323770612
0.85,96078.29709028355
0.86,96068.34074065847
0.87,96057.75023886902
0.88,96049.01534229862
0.89,96038.20236227644
0.9,96029.91134821808
0.91,96017.6322329666
0.92,96008.90256127168
0.93,95999.77888091464
0.9400000000000001,95989.86426792704
0.9500000000000001,95976.5793348859
0.96,95967.24757964196
0.97,95957.66210861014
0.98,95946.73558530642
0.99,95933.35661792342
1.0,95923.1898060591
1.01,95911.46229963971
1.02,95899.8223605733
1.03,95889.93270935249
1.04,95878.00524469654
1.05,95865.12330398092
1.06,95852.4359455319
1.07,95841.8071833451
1.08,95828.73282844418
1.09,95817.98676596474
1.1,95803.23708658518
1.11,95790.87996861045
1.12,95781.41977147933
1.1300000000000001,95767.34520143218
1.1400000000000001,95752.17788204823
1.1500000000000001,95739.7312771815
1.16,95728.04642631813
1.17,95713.67911901475
1.18,95699.38026493393
1.19,95687.00575940913
1.2,95671.76262779054
1.21,95659.7067213795
1.22,95646.10744886116
1.23,95631.25630472039
1.24,95616.62101864869
1.25,95603.75984810718
1.26,95588.64828403093
1.27,95572.59154522225
1.28,95558.4490594853
1.29,95543.10512131244
1.3,95529.8239473807
1.31,95513.05252610658
1.32,95498.85771900215
1.33,95483.39840264681
1.34,95466.8098449416
1.35,95451.29700817831
1.36,95435.70504508833
1.37,95420.99426615138
1.3800000000000001,95404.28738838912
1.3900000000000001,95388.93918014174
1.4000000000000001,95372.19596792074
1.41,95354.53718539748
1.42,95340.09536773628
1.43,95320.47169059311
1.44,95306.1812769735
1.45,95287.9627170296
1.46,95271.76558394474
1.47,95254.08465490486
1.48,95237.50682617746
1.49,95221.28170967479
1.5,95202.85961387574
1.51,95185.32348980487
1.52,95167.18130531977
1.53,95147.5020957896
1.54,95131.23554687384
1.55,95111.76416578019
1.56,95092.22498196237
1.57,95075.65492651759
1.58,95056.78409181251
1.59,95036.98568166244
1.6,95018.84509995757
1.61,94999.7632169999
1.62,94979.62538240918
1.6300000000000001,94961.06585522805
1.6400000000000001,94942.39178104728
1.6500000000000001,94922.53744323202
1.6600000000000001,94903.56388625693
1.67,94884.85293436167
1.68,94861.86788159811
1.69,94842.76733532126
1.7,94824.33507258624
1.71,94803.38158944166
1.72,94781.27433925841
1.73,94762.06130464174
1.74,94740.15987508943
1.75,94720.45841766112
1.76,94698.22261253331
1.77,94678.05575051518
1.78,94657.54041387494
1.79,94634.16020110808
1.8,94613.11062349836
1.81,94594.50397693353
1.82,94570.95247545838
1.83,94550.48681412902
1.84,94528.50501560587
1.85,94508.7783364395
1.86,94484.69268827145
1.87,94461.65069068194
1.8800000000000001,94437.7967438847
1.8900000000000001,94417.18007350173
1.9000000000000001,94393.65855977178
1.9100000000000001,94373.07964482659
1.92,94348.23005332351
1.93,94326.08322688754
1.94,94301.35348920025
1.95,94277.03147791607
1.96,94256.49252233497
1.97,94231.56947545825
1.98,94208.80396314508
1.99,94185.75618000892
2.0,94161.98920622398
2.0100000000000002,94136.85698976487
2.02,94113.14548556578
2.0300000000000002,94090.84379248999
2.04,94064.8646142636
2.05,94038.97911945914
2.06,94016.1366514345
2.07,93991.63356883604
2.08,93966.45885261262
2.09,93940.17435341321
2.1,93918.08554113867
2.11,93891.3116739257
2.12,93867.33998755309
2.13,93841.16714189273
2.14,93816.474517437
2.15,93792.73670254891
