log_us,sink_state,imu_state,imu_sample_us,imu_lagged,imu_ax_mps2,imu_ay_mps2,imu_az_mps2,imu_gx_rad_s,imu_gy_rad_s,imu_gz_rad_s,aux_imu_state,aux_imu_sample_us,aux_imu_lagged,aux_imu_ax_mps2,aux_imu_ay_mps2,aux_imu_az_mps2,aux_imu_gx_rad_s,aux_imu_gy_rad_s,aux_imu_gz_rad_s,baro_state,baro_sample_us,baro_lagged,baro_pressure_pa,baro_temp_c

1122208067,healthy,fresh,1122206919,0,0.28378218,-0.7310085,9.610877,-0.05746816,-0.04895436,0.12132168,fresh,1122207125,0,0.5694918,-0.15314065,9.834501,-0.008552114,0.0012217305,0.017104227,stale,1122161038,0,97119,24.99
1122218821,healthy,fresh,1122218093,0,0.41130456,-0.67532974,9.522868,0.051082812,0.023412954,0.03618366,fresh,1122218342,0,0.66999036,-0.09092726,9.848858,-0.004886922,-0.008552114,0.014660766,fresh,1122216967,0,97120,24.99
1122229574,healthy,fresh,1122228847,0,0.45081854,-0.6879024,9.634226,-0.017027603,-0.008513802,-0.04469746,fresh,1122228659,0,0.5886344,-0.076570325,9.781859,-0.007330383,0.002443461,0.018325957,stale,1122216967,0,97120,24.99
1122240341,healthy,fresh,1122239829,0,0.3179079,-0.66275716,9.616265,-0.031926755,-0.093651816,0.019156054,fresh,1122239622,0,0.57906306,-0.10049855,9.820144,-0.007330383,-0.0012217305,0.018325957,fresh,1122237697,0,97120,25
1122251051,healthy,fresh,1122249929,0,0.2819861,-0.6465923,9.612673,0.102165624,0.034055207,-0.03618366,fresh,1122250127,0,0.56470615,-0.11006984,9.858429,-0.010995574,0.0012217305,0.021991149,stale,1122237697,0,97120,25
1122261796,healthy,fresh,1122261068,0,0.3699945,-0.68251413,9.589323,0.04044056,-0.019156054,0.010642252,fresh,1122261270,0,0.5838487,-0.11485548,9.8632145,-0.0061086523,0.0012217305,0.02076942,fresh,1122258395,0,97118,24.99
1122272522,healthy,fresh,1122271762,0,0.32509226,-0.6106705,9.504908,-0.031926755,0.04044056,0.076624215,fresh,1122271565,0,0.5599205,-0.043070808,9.839287,-0.0061086523,-0.0012217305,0.02076942,stale,1122258395,0,97118,24.99
1122283272,healthy,fresh,1122282761,0,0.3017431,-0.7130477,9.5857315,0.070238866,-0.04044056,0.029798307,fresh,1122282573,0,0.5838487,-0.086141616,9.82493,-0.007330383,-0.0036651916,0.021991149,fresh,1122278872,0,97120,25.01
1122294013,healthy,fresh,1122292881,0,0.30713135,-0.6645532,9.589323,-0.10642252,-0.12983547,-0.07875267,fresh,1122293074,0,0.5694918,-0.13399807,9.820144,-0.007330383,0,0.018325957,stale,1122278872,0,97120,25.01
1122304751,healthy,fresh,1122304041,0,0.27480173,-0.7058633,9.549809,0.102165624,-0.06385351,0.023412954,fresh,1122304241,0,0.5455636,-0.10049855,9.9015,-0.008552114,-0.0012217305,0.013439035,fresh,1122299634,0,97116,25.01
1122315497,healthy,fresh,1122314755,0,0.37897494,-0.6735337,9.542625,-0.093651816,0.0021284504,-0.10855097,fresh,1122314562,0,0.60777694,-0.148355,9.829716,-0.007330383,0.004886922,0.02076942,stale,1122299634,0,97116,25.01
1122326266,healthy,fresh,1122325758,0,0.35742188,-0.6573689,9.587527,0.12983547,0.12132168,0.0063853515,fresh,1122325568,0,0.5886344,-0.062213387,9.810573,-0.012217305,0.0036651916,0.012217305,fresh,1122321258,0,97122,24.99
1122337233,healthy,fresh,1122336464,0,0.25324866,-0.6519806,9.560586,0.07449576,0.2149735,0.14686307,fresh,1122336662,0,0.47856453,-0.062213387,9.853643,-0.008552114,0.004886922,0.015882496,stale,1122321258,0,97122,24.99
1122347966,healthy,fresh,1122347094,0,0.3161118,-0.61246663,9.55879,-0.05321126,-0.021284504,0.093651816,fresh,1122347296,0,0.56470615,-0.09571291,9.762716,-0.008552114,-0.002443461,0.014660766,fresh,1122344706,0,97119,24.99
1122358690,healthy,fresh,1122357733,0,0.36281013,-0.64479625,9.594711,0.06385351,0.03618366,-0.20645969,fresh,1122357540,0,0.5455636,-0.02871387,9.844072,-0.010995574,0,0.017104227,stale,1122344706,0,97119,24.99
1122369455,healthy,fresh,1122368822,0,0.3143157,-0.58732134,9.60908,-0.027669856,-0.0021284504,-0.068110414,fresh,1122368626,0,0.57906306,-0.086141616,9.882358,-0.0061086523,-0.002443461,0.015882496,fresh,1122366439,0,97119,24.99
1122380231,healthy,fresh,1122379268,0,0.3879554,-0.5657683,9.542625,0.11493632,-0.085138015,-0.012770703,fresh,1122379463,0,0.57906306,0,9.834501,-0.009773844,0.004886922,0.019547688,stale,1122366439,0,97119,24.99
1122390970,healthy,fresh,1122390096,0,0.2640252,-0.6430001,9.589323,-0.08939492,-0.05321126,0.017027603,fresh,1122390302,0,0.55034924,-0.06699903,9.79143,-0.009773844,0.004886922,0.02443461,fresh,1122387706,0,97121,25
1122401694,healthy,fresh,1122400692,0,0.2640252,-0.62683535,9.51748,0.042569008,0.10429407,0.08939492,fresh,1122400502,0,0.57427746,-0.038285162,9.820144,-0.008552114,0.002443461,0.02687807,stale,1122387706,0,97121,25
1122412457,healthy,fresh,1122411780,0,0.299947,-0.6322236,9.530052,0.008513802,0.025541406,0.014899153,fresh,1122411581,0,0.5599205,-0.038285162,9.805787,-0.008552114,0.002443461,0.02687807,fresh,1122408220,0,97121,24.99
1122423229,healthy,fresh,1122422819,0,0.22630732,-0.64838845,9.537237,0.010642252,-0.12983547,0.04895436,fresh,1122422632,0,0.56470615,-0.09571291,9.801002,-0.009773844,0.0036651916,0.02687807,stale,1122408220,0,97121,24.99
1122433961,healthy,fresh,1122433011,0,0.3143157,-0.6537767,9.560586,-0.019156054,-0.08300956,-0.10855097,fresh,1122433207,0,0.55034924,-0.023928227,9.815358,-0.012217305,0.0012217305,0.021991149,fresh,1122428897,0,97120,25.01
1122444691,healthy,fresh,1122443703,0,0.28737438,-0.57474875,9.490539,-0.05321126,0.08300956,0.06385351,fresh,1122443517,0,0.55034924,-0.062213387,9.848858,-0.012217305,0.0012217305,0.02321288,stale,1122428897,0,97120,25.01
1122455423,healthy,fresh,1122454726,0,0.17781289,-0.6322236,9.603692,0,-0.014899153,0.06598196,fresh,1122454532,0,0.41635114,-0.047856454,9.796216,-0.007330383,0,0.019547688,fresh,1122450337,0,97120,24.99
1122466182,healthy,fresh,1122465020,0,0.299947,-0.5819331,9.569567,-0.019156054,-0.0021284504,0.12557858,fresh,1122465224,0,0.49292147,-0.038285162,9.925428,-0.013439035,0.004886922,0.019547688,stale,1122450337,0,97120,24.99
1122476933,healthy,fresh,1122475872,0,0.22091904,-0.71484375,9.639614,-0.05746816,0.014899153,0.023412954,fresh,1122476071,0,0.526421,-0.05742774,9.896714,-0.010995574,0,0.012217305,fresh,1122471754,0,97119,24.99
1122487664,healthy,fresh,1122486697,0,0.23169559,-0.7238242,9.671944,0.07449576,-0.014899153,0.017027603,fresh,1122486511,0,0.4833502,-0.076570325,9.829716,-0.008552114,0,0.014660766,stale,1122471754,0,97119,24.99
1122498387,healthy,fresh,1122497481,0,0.2460643,-0.6537767,9.630633,-0.038312107,-0.008513802,0.004256901,fresh,1122497683,0,0.47377887,-0.014356935,9.839287,-0.008552114,0.002443461,0.018325957,fresh,1122495417,0,97121,25.01
1122509138,healthy,fresh,1122507979,0,0.24426821,-0.6645532,9.603692,0.070238866,0.05746816,0.11493632,fresh,1122508179,0,0.53599226,-0.15314065,9.906285,-0.008552114,0,0.018325957,stale,1122495417,0,97121,25.01
1122519875,healthy,fresh,1122519028,0,0.24247213,-0.6645532,9.684516,-0.027669856,-0.04469746,-0.004256901,fresh,1122519231,0,0.5886344,0.014356935,9.671789,-0.009773844,0,0.02076942,fresh,1122516463,0,97119,24.99
1122530621,healthy,fresh,1122529270,0,0.26043302,-0.53882694,9.616265,0.07236732,0.059596613,0.027669856,fresh,1122529471,0,0.57906306,-0.11006984,9.801002,-0.012217305,0,0.021991149,stale,1122516463,0,97119,24.99
1122541344,healthy,fresh,1122540830,0,0.25145257,-0.63401973,9.655779,-0.014899153,-0.059596613,-0.017027603,fresh,1122540641,0,0.4642076,-0.0047856453,9.647861,-0.007330383,0.0036651916,0.021991149,fresh,1122537969,0,97118,25
1122552109,healthy,fresh,1122550995,0,0.42028502,-0.52266216,9.548014,0.068110414,-0.05746816,-0.025541406,fresh,1122551206,0,0.9284152,0.0047856453,9.738789,-0.010995574,-0.0012217305,0.029321533,stale,1122537969,0,97118,25
1122562871,healthy,fresh,1122561983,0,0.3017431,-0.6681454,9.503111,-0.008513802,0.04895436,0.07449576,fresh,1122562177,0,0.4881358,0.062213387,9.810573,-0.009773844,0.002443461,0.02443461,fresh,1122558510,0,97118,25
1122573614,healthy,fresh,1122572839,0,0.20475423,-0.7974639,9.616265,0.014899153,0.110679425,-0.08088112,fresh,1122572647,0,0.4977071,-0.41635114,9.973285,-0.013439035,-0.0012217305,0.021991149,stale,1122558510,0,97118,25
1122584336,healthy,fresh,1122583475,0,0.1957738,-0.6178549,9.770728,-0.019156054,-0.034055207,0.027669856,fresh,1122583675,0,0.5455636,-0.086141616,10.001999,-0.008552114,0,0.021991149,fresh,1122579164,0,97123,25
1122595079,healthy,fresh,1122593941,0,0.21373469,-0.6986789,9.474374,0.042569008,-0.023412954,0,fresh,1122594137,0,0.37806597,0.15314065,10.0163555,-0.014660766,0.0012217305,0.017104227,stale,1122579164,0,97123,25
1122605820,healthy,fresh,1122604987,0,0.2981509,-0.68969846,9.564178,0.03618366,0.004256901,-0.09578027,fresh,1122605180,0,0.6221339,-0.18185452,9.930214,-0.008552114,-0.0012217305,0.015882496,fresh,1122600646,0,97120,25
1122616581,healthy,fresh,1122615832,0,0.27300566,-0.83338565,9.442044,-0.04895436,0.023412954,0.008513802,fresh,1122615645,0,0.8709874,-0.5886344,9.456435,-0.010995574,0.0036651916,0.017104227,stale,1122600646,0,97120,25
1122627339,healthy,fresh,1122626835,0,0.3340727,-0.8818801,9.46719,-0.0063853515,0.12345012,0.07875267,fresh,1122626644,0,0.4546363,-0.35413775,10.375279,-0.012217305,0.002443461,0.010995574,fresh,1122622173,0,97123,25
1122638053,healthy,fresh,1122636941,0,0.26761737,-0.5298465,9.980871,0.010642252,0.051082812,-0.046825908,fresh,1122637139,0,-0.2105684,0.5407779,10.207782,-0.012217305,-0.0036651916,0.0061086523,stale,1122622173,0,97123,25
1122648800,healthy,fresh,1122648098,0,-0.059270963,-0.68969846,11.182455,-0.023412954,-0.04469746,-0.019156054,fresh,1122648306,0,-0.86141616,0.9092726,12.203396,-0.008552114,-0.0012217305,-0.007330383,fresh,1122645455,0,97119,25
1122659536,healthy,fresh,1122658767,0,2.097833,-0.9339667,28.507538,0.07449576,-0.017027603,-0.008513802,fresh,1122658578,0,2.1822543,0.6891329,33.829727,-0.014660766,-0.0061086523,-0.02565634,stale,1122645455,0,97119,25
1122670292,healthy,fresh,1122669823,0,-7.3082895,0.16524026,58.852474,-0.068110414,0.08726647,0.04469746,fresh,1122669628,0,5.4173503,2.239682,92.29117,-0.10629055,0.07452556,0.017104227,fresh,1122666839,0,97164,25
1122681008,healthy,fresh,1122679941,0,-3.2167969,-6.7048035,58.852474,-0.17453294,0.05321126,-0.15537688,fresh,1122680138,0,8.480164,-4.436293,112.644516,-0.1441642,0.26267207,-0.021991149,stale,1122666839,0,97164,25
1122691735,healthy,fresh,1122690846,0,1.6344417,-11.974531,58.852474,-0.15111998,-0.15750533,-0.046825908,fresh,1122690648,0,7.6809607,-14.663218,108.97393,-0.0842994,0.043982297,0.09040806,fresh,1122688395,0,97080,25
1122702469,healthy,fresh,1122701735,0,-7.723186,-0.034125708,58.852474,-0.059596613,-0.08939492,-0.50869966,fresh,1122701545,0,7.259824,-2.78046,100.632545,-0.07819075,0.07452556,-0.45814893,stale,1122688395,0,97080,25
1122713232,healthy,fresh,1122712748,0,3.6065483,4.177705,58.852474,0.038312107,-0.08726647,0.19581744,fresh,1122712559,0,-11.815758,20.831913,116.420395,-0.20280726,-0.0061086523,0.17348573,fresh,1122708913,0,97088,25
1122723966,healthy,fresh,1122723054,0,14.427989,8.226091,58.852474,0.038312107,-0.025541406,0.14473464,fresh,1122723254,0,9.41815,17.721245,121.49318,-0.057421334,0.056199603,0.09040806,stale,1122708913,0,97088,25
1122734687,healthy,fresh,1122733787,0,-9.767137,-1.9451653,58.852474,0.031926755,0.012770703,-0.22774419,fresh,1122733593,0,-17.57289,5.0679984,104.9492,0.047647487,-0.008552114,-0.28955013,fresh,1122729504,0,97108,25
1122745429,healthy,fresh,1122744689,0,5.7115655,5.894767,58.852474,0.11493632,-0.004256901,-0.55552554,fresh,1122744505,0,2.4454648,3.1058838,120.464264,0.058643065,0.057421334,-0.33108896,stale,1122729504,0,97108,25
1122756149,healthy,fresh,1122755065,0,-8.933751,-7.1861553,58.852474,-0.05746816,-0.13409238,-0.6683334,fresh,1122755263,0,-4.8047876,-5.8624153,108.342224,0.040317107,0.08674286,-0.5864306,fresh,1122751021,0,97129,25.01
1122766920,healthy,fresh,1122765969,0,0.3861593,3.7933416,58.852474,0.2149735,0.070238866,-0.6917464,fresh,1122766165,0,14.471791,9.662218,122.73266,0.09285152,0.0036651916,-0.57910025,stale,1122751021,0,97129,25.01
1122777657,healthy,fresh,1122776772,0,-3.1557298,-1.2393019,58.852474,0.076624215,-0.0021284504,-0.69387484,fresh,1122776577,0,-4.0007997,-0.124426775,116.21461,0.09162979,-0.034208454,-0.71837753,fresh,1122772486,0,97125,25.01
1122788428,healthy,fresh,1122787469,0,-6.9975657,-7.5489655,58.852474,0,-0.014899153,-0.64066356,fresh,1122787664,0,-13.945371,-3.1537402,112.979515,0.02687807,-0.039095376,-0.81489426,stale,1122772486,0,97125,25.01
1122799164,healthy,fresh,1122798119,0,-5.316426,-1.1836232,58.852474,0.11493632,0.010642252,-0.7428292,fresh,1122798326,0,-3.9098723,4.9052863,117.69816,0,-0.037873644,-0.82711154,fresh,1122795908,0,97129,25
1122809918,healthy,fresh,1122808929,0,3.6532466,0.26582128,58.852474,-0.07449576,-0.008513802,-0.91310525,fresh,1122809126,0,6.4606214,5.584848,112.42916,0.0036651916,-0.012217305,-0.81122905,stale,1122795908,0,97129,25
1122820679,healthy,fresh,1122819827,0,-6.986789,-0.030533526,58.852474,-0.014899153,-0.042569008,-0.8769216,fresh,1122819631,0,-9.2793665,-0.33020952,119.047714,-0.029321533,-0.02443461,-0.8552113,fresh,1122817409,0,97131,24.98
1122831426,healthy,fresh,1122830277,0,-4.4489145,-2.8845203,58.852474,-0.025541406,0.0021284504,-0.93013287,fresh,1122830470,0,0.6795616,2.1391835,112.31431,-0.05497787,0.02443461,-0.8552113,stale,1122817409,0,97131,24.98
1122842170,healthy,fresh,1122840930,0,-1.8140507,-1.2051762,58.852474,-0.059596613,-0.029798307,-0.87905,fresh,1122841142,0,-7.3842506,3.4887354,119.77035,-0.009773844,0.034208454,-0.83077675,fresh,1122838921,0,97111,24.99
1122852910,healthy,fresh,1122851938,0,-5.381085,-0.44363418,58.852474,-0.046825908,0.08726647,-0.8875638,fresh,1122852134,0,5.2259245,8.068598,116.243324,-0.013439035,-0.015882496,-0.84665924,stale,1122838921,0,97111,24.99
1122863659,healthy,fresh,1122862788,0,2.879132,-0.7058633,58.852474,-0.038312107,0.102165624,-0.82583874,fresh,1122862597,0,7.9346,3.4360933,109.67263,-0.05131268,0.02565634,-0.77579886,fresh,1122859558,0,97160,24.99
1122874446,healthy,fresh,1122873491,0,-3.062333,-0.5136817,58.852474,-0.03618366,-0.08300956,-0.84286636,fresh,1122873694,0,-4.1443686,4.7042894,118.282005,0.002443461,-0.030543262,-0.84788096,stale,1122859558,0,97160,24.99
1122885259,healthy,fresh,1122883907,0,-0.4615951,0.055678785,58.852474,-0.09578027,-0.051082812,-1.0408123,fresh,1122884105,0,-1.2490535,-5.953343,120.25369,-0.017104227,-0.0036651916,-0.7965683,stale,1122859558,0,97160,24.99
1122896067,healthy,fresh,1122894943,0,-2.5540397,6.0438423,58.852474,-0.14047773,-0.08300956,-0.74921453,fresh,1122895151,0,-4.900501,12.844672,118.17673,-0.0061086523,0.002443461,-0.63285637,stale,1122859558,0,97160,24.99
1122906826,healthy,fresh,1122905990,0,-1.0938187,-4.730901,58.852474,-0.15750533,-0.029798307,-0.751343,fresh,1122906189,0,5.6997037,-3.8572302,116.40125,-0.087964594,-0.004886922,-0.68783426,fresh,1122902339,0,97096,24.99
1122917605,healthy,fresh,1122916803,0,2.4642353,-5.8714175,58.852474,-0.10003717,0.07236732,-0.87905,fresh,1122916614,0,4.814359,-3.2303107,114.96555,-0.07819075,-0.009773844,-0.79779,stale,1122902339,0,97096,24.99
1122928350,healthy,fresh,1122927480,0,-3.3461154,-1.6901205,58.852474,-0.1979459,-0.08300956,-0.8662793,fresh,1122927676,0,-4.8382874,1.0145568,119.086,-0.13194689,-0.02076942,-0.7501425,fresh,1122923198,0,97137,25
1122939089,healthy,fresh,1122937935,0,0.33766487,2.022397,58.852474,-0.23838645,0.07236732,-0.7896551,fresh,1122938132,0,-0.047856454,3.7567315,120.37812,-0.19425514,-0.02443461,-0.75625116,stale,1122923198,0,97137,25
1122949827,healthy,fresh,1122948923,0,-2.0924447,-2.8036962,58.852474,-0.27244166,-0.008513802,-0.85350865,fresh,1122949123,0,-3.818945,-5.460421,116.17632,-0.25045475,-0.02687807,-0.7635816,fresh,1122946632,0,97087,25
1122960576,healthy,fresh,1122959795,0,-0.7615421,-5.5714707,58.852474,-0.26818475,-0.06598196,-0.7258016,fresh,1122959605,0,1.430908,1.698904,115.79347,-0.2773328,-0.036651913,-0.79534656,stale,1122946632,0,97087,25
1122971346,healthy,fresh,1122970841,0,-1.4063383,-2.3367128,58.852474,-0.35332277,-0.09790872,-0.8684078,fresh,1122970644,0,-1.9238294,1.052842,118.89457,-0.28221974,-0.05009095,-0.82833326,fresh,1122968240,0,97081,24.99
1122982071,healthy,fresh,1122980939,0,-1.2680395,-0.1939777,58.852474,-0.37035036,-0.07449576,-0.92587596,fresh,1122981137,0,-0.2727818,1.4931214,116.09019,-0.3408628,-0.059864793,-0.84299403,stale,1122968240,0,97081,24.99
1122992814,healthy,fresh,1122992099,0,-0.9734807,0,58.852474,-0.3958918,-0.05321126,-0.7364439,fresh,1122992299,0,-0.38285163,2.3449662,117.14781,-0.39950588,-0.07574729,-0.8405506,fresh,1122989602,0,97069,24.99
1123003534,healthy,fresh,1123002778,0,-2.1481235,-6.7640743,58.852474,-0.4427177,-0.05746816,-0.7981689,fresh,1123002587,0,-5.962914,-3.9864426,121.78032,-0.42271876,-0.09162979,-0.84665924,stale,1122989602,0,97069,24.99
1123014297,healthy,fresh,1123013812,0,-0.34305316,-2.2271514,58.852474,-0.45123148,-0.0063853515,-0.7641137,fresh,1123013614,0,-2.3162522,1.0815558,122.03396,-0.44226643,-0.09407325,-0.86009824,fresh,1123010121,0,97075,24.99
1123025039,healthy,fresh,1123023952,0,-2.5127296,-1.3578439,58.852474,-0.6044799,-0.085138015,-0.987601,fresh,1123024154,0,-1.550549,1.18684,119.84692,-0.48258355,-0.112399206,-0.86620694,stale,1123010121,0,97075,24.99
1123035782,healthy,fresh,1123034905,0,-0.16164808,-0.60887444,58.852474,-0.57255316,-0.09790872,-1.0088855,fresh,1123035103,0,-0.11006984,6.6281185,120.09577,-0.5216789,-0.12095132,-0.8417723,fresh,1123030767,0,97068,24.99
1123046530,healthy,fresh,1123045755,0,-2.060115,-3.9334366,58.852474,-0.55552554,-0.08939492,-0.817325,fresh,1123045564,0,-1.3591232,-2.0817556,124.7857,-0.56199604,-0.12950343,-0.84665924,stale,1123030767,0,97068,24.99
1123057272,healthy,fresh,1123056774,0,-1.4584249,-2.9060733,58.852474,-0.6832326,-0.117064774,-0.8024258,fresh,1123056588,0,-2.4933212,-0.971486,120.17234,-0.58276546,-0.14172074,-0.8503244,fresh,1123052162,0,97057,24.99
1123068013,healthy,fresh,1123066890,0,-2.4552548,-0.09878494,58.852474,-0.5619109,-0.20858814,-0.90033454,fresh,1123067085,0,-2.2205393,0.46899325,123.96257,-0.6096435,-0.15027285,-0.8576548,stale,1123052162,0,97057,24.99
1123078753,healthy,fresh,1123077934,0,-1.0453243,-0.09519276,58.852474,-0.63640666,-0.13409238,-1.0046287,fresh,1123078132,0,-4.7856455,1.6127625,122.64173,-0.6560693,-0.15760323,-0.8417723,fresh,1123073459,0,97055,24.99
1123089497,healthy,fresh,1123088686,0,-1.6470144,-2.482196,58.852474,-0.69813174,-0.18943208,-0.84286636,fresh,1123088497,0,-0.28235307,1.4356936,121.96696,-0.6927212,-0.17104226,-0.8503244,stale,1123073459,0,97055,24.99
1123100221,healthy,fresh,1123098885,0,-2.0026402,-1.9074473,58.852474,-0.7300585,-0.08726647,-0.685361,fresh,1123099090,0,-0.7465607,-1.2490535,116.60703,-0.6988298,-0.17837265,-0.8527679,stale,1123073459,0,97055,24.99
1123110936,healthy,fresh,1123109999,0,-1.9774948,-1.0561008,58.852474,-0.6832326,-0.15963379,-0.90246296,fresh,1123110203,0,-3.9290147,2.7469604,122.88101,-0.7293731,-0.19303341,-0.8527679,stale,1123073459,0,97055,24.99
1123121676,healthy,fresh,1123120482,0,-2.343897,-0.13829891,58.852474,-0.8066827,-0.26392785,-0.8684078,fresh,1123120684,0,0.18185452,4.254439,120.49297,-0.7696902,-0.20525073,-0.8381071,fresh,1123110582,0,97021,24.98
1123132411,healthy,fresh,1123131810,0,-1.1423131,-2.920442,58.852474,-0.84499484,-0.2617994,-0.97695875,fresh,1123131620,0,-0.33499518,0.4833502,125.72847,-0.7965683,-0.21380283,-0.8222246,stale,1123110582,0,97021,24.98
1123143142,healthy,fresh,1123142079,0,-3.2329617,-0.8495505,58.852474,-0.83009565,-0.19581744,-0.85138017,fresh,1123142284,0,-1.7754744,2.2444677,120.47383,-0.8063421,-0.22357668,-0.816116,fresh,1123139729,0,97014,24.97
1123153880,healthy,fresh,1123152902,0,-2.020601,0.8262013,58.852474,-0.7130309,-0.236258,-0.84073794,fresh,1123153098,0,-3.397808,2.8761728,126.59467,-0.8246681,-0.23579398,-0.8014552,stale,1123139729,0,97014,24.97
1123164623,healthy,fresh,1123163796,0,-2.9868975,1.3309026,58.852474,-0.87905,-0.16176224,-0.6811041,fresh,1123163606,0,-2.7469604,4.517649,127.920296,-0.85154617,-0.23701571,-0.7819075,fresh,1123160239,0,96996,24.97
1123175367,healthy,fresh,1123174782,0,-1.8050703,-0.83697784,58.852474,-0.90033454,-0.18091829,-0.78752667,fresh,1123174595,0,0.72263247,2.9479575,119.8517,-0.87964594,-0.24678956,-0.7696902,stale,1123160239,0,96996,24.97
1123186101,healthy,fresh,1123185031,0,-2.4696236,-0.72562027,58.852474,-0.8896923,-0.1979459,-0.76198524,fresh,1123185229,0,-2.2827528,3.397808,123.23515,-0.874759,-0.24801129,-0.7672467,fresh,1123180991,0,96951,24.97
1123196845,healthy,fresh,1123195882,0,-4.019649,0.7938717,58.852474,-0.96418804,-0.20433125,-0.82583874,fresh,1123196077,0,-4.26401,5.2259245,123.51272,-0.8979719,-0.25900686,-0.7611381,stale,1123180991,0,96951,24.97
1123207583,healthy,fresh,1123206513,0,-2.1660843,2.1858413,58.852474,-0.9194906,-0.2490287,-0.75347143,fresh,1123206712,0,-1.7371893,3.196811,125.24991,-0.91874135,-0.26267207,-0.7489208,fresh,1123202302,0,96927,24.98
1123218347,healthy,fresh,1123217800,0,-3.4359198,-0.24965648,58.852474,-0.9322613,-0.20645969,-0.6491774,fresh,1123217610,0,-3.3403804,2.7613173,125.26427,-0.93462384,-0.26389378,-0.7440339,stale,1123202302,0,96927,24.98
1123229074,healthy,fresh,1123228005,0,-2.624087,0.76333815,58.852474,-0.8620224,-0.26818475,-0.793912,fresh,1123228204,0,-3.991228,3.2015967,125.50833,-0.9297369,-0.2565634,-0.74036866,fresh,1123223824,0,96940,24.97
1123239816,healthy,fresh,1123239031,0,-2.4983609,2.0834641,58.852474,-0.96844494,-0.2320011,-0.7407007,fresh,1123239232,0,-0.53599226,4.766503,129.23634,-0.9468411,-0.267559,-0.7318166,stale,1123223824,0,96940,24.97
1123250522,healthy,fresh,1123249816,0,-3.4987829,3.2257774,58.852474,-0.8747931,-0.29159772,-0.8066827,fresh,1123249621,0,-4.412365,2.3641088,125.07762,-0.95172805,-0.26267207,-0.70005155,fresh,1123247102,0,96873,24.96
1123261276,healthy,fresh,1123260706,0,-3.7556238,2.3834112,58.852474,-0.97270185,-0.31075376,-0.84712327,fresh,1123260520,0,-5.575277,4.4985065,130.06427,-0.9615019,-0.26633725,-0.69027776,stale,1123247102,0,96873,24.96
1123272029,healthy,fresh,1123270917,0,-5.5912275,3.8077104,58.852474,-1.0280416,-0.28095546,-0.6108653,fresh,1123271124,0,-7.594819,5.723632,129.49478,-0.9492846,-0.25534168,-0.6743952,fresh,1123268434,0,96854,24.96
1123282779,healthy,fresh,1123282020,0,-5.174535,4.0771236,58.852474,-0.77901286,-0.20007434,-0.58106697,fresh,1123282215,0,-3.37388,7.34118,127.714516,-0.93828905,-0.24556783,-0.68539083,stale,1123268434,0,96854,24.96
1123293507,healthy,fresh,1123292810,0,-5.6343336,3.8867383,58.852474,-1.0344269,-0.19156054,-0.77901286,fresh,1123292619,0,-4.211368,5.3359947,129.89198,-0.9431759,-0.23579398,-0.6988298,fresh,1123290327,0,96807,24.96
1123304258,healthy,fresh,1123303690,0,-4.599786,3.9406211,58.852474,-1.0344269,-0.20433125,-0.70664555,fresh,1123303505,0,-5.015356,3.7040894,130.95439,-0.9370673,-0.2284636,-0.7134906,stale,1123290327,0,96807,24.96
1123315014,healthy,fresh,1123313962,0,-5.7762246,5.2284174,58.852474,-0.84499484,-0.19156054,-0.7470861,fresh,1123314162,0,-5.8911295,6.896115,123.56536,-0.91996306,-0.21746802,-0.71593404,fresh,1123310842,0,96788,24.96
1123325767,healthy,fresh,1123324999,0,-5.9702024,5.7726326,58.852474,-0.8896923,-0.236258,-0.7853982,fresh,1123325198,0,-3.5126636,7.173682,126.44632,-0.89919364,-0.20280726,-0.70371675,stale,1123310842,0,96788,24.96
1123336479,healthy,fresh,1123335790,0,-6.0869484,6.2485967,58.852474,-0.8151965,-0.2490287,-0.7364439,fresh,1123335597,0,-7.628319,5.9581285,127.84851,-0.89552844,-0.18692477,-0.6805039,fresh,1123331562,0,96761,24.97
1123347239,healthy,fresh,1123346835,0,-4.730901,6.7497053,58.852474,-0.9471604,-0.12132168,-0.732187,fresh,1123346649,0,-5.15414,10.437492,126.216606,-0.8906415,-0.172264,-0.66950834,stale,1123331562,0,96761,24.97
1123357945,healthy,fresh,1123357029,0,-4.9536157,5.722342,58.852474,-0.8151965,-0.10003717,-0.5363695,fresh,1123357225,0,-7.1976104,11.820544,128.96835,-0.87598073,-0.16371189,-0.6585127,fresh,1123352717,0,96749,24.96
1123368695,healthy,fresh,1123367741,0,-5.9091353,5.381085,58.852474,-0.8769216,-0.10855097,-0.6619481,fresh,1123367552,0,-7.475178,6.987042,130.8204,-0.8576548,-0.15027285,-0.6084218,stale,1123352717,0,96749,24.96
1123379444,healthy,fresh,1123378753,0,-5.900155,7.4160547,58.852474,-0.92587596,-0.236258,-0.63002133,fresh,1123378566,0,-5.800202,8.891729,130.95918,-0.8368854,-0.14172074,-0.59620446,fresh,1123374368,0,96698,24.95
1123390170,healthy,fresh,1123388982,0,-7.423239,7.5741105,58.852474,-0.7385723,-0.14473464,-0.62363595,fresh,1123389181,0,-8.537591,9.255438,130.3849,-0.8185594,-0.11728613,-0.5558874,stale,1123374368,0,96698,24.95
