UTCTIME,UNIXTIME,ALT,LAT,LON,#SATS,FIX,HORZV,VERTV,HEAD,FLAGS,>40,>32,>24,RSSI,BATT,Altitude AGL,Launch detection,Apogee detection,Landing detection,Distance (feet)
Mar 30 2026 13:48:10.000 UTC,1774896490.0,8245.2,33.48466,-99.31413,27,3,0,-98,-21,1,1,11,12,-63,4.052,6883.2,TRUE,TRUE,FALSE,7892.2999
Mar 30 2026 13:48:11.000 UTC,1774896491.0,8145.5,33.48466,-99.31413,27,3,5,-100,23,1,1,14,9,-62,4.052,6783.5,TRUE,TRUE,FALSE,7891.4290
Mar 30 2026 13:48:12.000 UTC,1774896492.0,8044.4,33.48468,-99.31412,27,3,9,-101,-3,1,0,17,6,-57,4.052,6682.4,TRUE,TRUE,FALSE,7888.0221
Mar 30 2026 13:48:13.000 UTC,1774896493.0,7941.2,33.48470,-99.31412,26,3,9,-105,41,1,0,12,10,-55,4.052,6579.2,TRUE,TRUE,FALSE,7883.6753
Mar 30 2026 13:48:14.000 UTC,1774896494.0,7837.5,33.48473,-99.31406,27,3,26,-103,66,1,1,16,7,-60,4.055,6475.5,TRUE,TRUE,FALSE,7890.3280
Mar 30 2026 13:48:15.000 UTC,1774896495.0,7735.4,33.48475,-99.31399,27,3,23,-101,70,1,0,17,6,-60,4.055,6373.4,TRUE,TRUE,FALSE,7903.3545
Mar 30 2026 13:48:18.000 UTC,1774896498.0,7433.9,33.48479,-99.31372,20,3,28,-93,84,1,1,13,6,-58,4.042,6071.9,TRUE,TRUE,FALSE,7957.9258
Mar 30 2026 13:48:19.000 UTC,1774896499.0,7338.6,33.48482,-99.31364,24,3,21,-93,59,1,0,11,11,-58,4.046,5976.6,TRUE,TRUE,FALSE,7971.1715
Mar 30 2026 13:48:21.000 UTC,1774896501.0,7168.6,33.48487,-99.31352,20,3,21,-96,64,1,1,10,8,-66,0.0,5806.6,TRUE,TRUE,FALSE,7987.9031
Mar 30 2026 13:48:23.000 UTC,1774896503.0,6960.9,33.48486,-99.31341,18,3,18,-98,65,1,2,12,4,-63,0.0,5598.9,TRUE,TRUE,FALSE,8018.9906
Mar 30 2026 13:48:24.000 UTC,1774896504.0,6867.2,33.48489,-99.31333,25,3,21,-94,93,1,1,21,3,-53,0.0,5505.2,TRUE,TRUE,FALSE,8030.7530
Mar 30 2026 13:48:25.000 UTC,1774896505.0,6771.9,33.48489,-99.31328,25,3,19,-100,77,1,0,17,8,-66,0.0,5409.9,TRUE,TRUE,FALSE,8043.7265
Mar 30 2026 13:48:26.000 UTC,1774896506.0,6669.4,33.48492,-99.31320,25,3,34,-100,62,1,0,16,9,-54,4.047,5307.4,TRUE,TRUE,FALSE,8054.7456
Mar 30 2026 13:48:27.000 UTC,1774896507.0,6570.4,33.48496,-99.31309,25,3,32,-99,70,1,4,17,3,-51,4.047,5208.4,TRUE,TRUE,FALSE,8074.3194
Mar 30 2026 13:48:28.000 UTC,1774896508.0,6472.1,33.48500,-99.31300,24,3,32,-99,50,1,4,11,9,-51,4.045,5110.1,TRUE,TRUE,FALSE,8086.5443
Mar 30 2026 13:48:29.000 UTC,1774896509.0,6371.3,33.48507,-99.31290,25,3,41,-102,57,1,1,15,9,-50,4.045,5009.3,TRUE,TRUE,FALSE,8096.8345
Mar 30 2026 13:48:30.000 UTC,1774896510.0,6269.5,33.48510,-99.31280,25,3,29,-97,73,1,0,14,11,-50,4.049,4907.5,TRUE,TRUE,FALSE,8114.9044
Mar 30 2026 13:48:31.000 UTC,1774896511.0,6166.9,33.48513,-99.31270,25,3,34,-107,67,1,2,20,3,-50,4.049,4804.9,TRUE,TRUE,FALSE,8134.4650
Mar 30 2026 13:48:32.000 UTC,1774896512.0,6059.0,33.48516,-99.31257,25,3,46,-107,74,1,0,20,4,-58,4.051,4697.0,TRUE,TRUE,FALSE,8160.0302
Mar 30 2026 13:48:33.000 UTC,1774896513.0,5951.2,33.48520,-99.31241,25,3,56,-105,69,1,1,20,3,-64,4.051,4589.2,TRUE,TRUE,FALSE,8190.8841
Mar 30 2026 13:48:34.000 UTC,1774896514.0,5846.6,33.48527,-99.31224,25,3,59,-103,65,1,1,19,5,-60,4.051,4484.6,TRUE,TRUE,FALSE,8218.2486
Mar 30 2026 13:48:35.000 UTC,1774896515.0,5749.1,33.48535,-99.31207,25,3,61,-97,60,1,2,13,8,-67,4.051,4387.1,TRUE,TRUE,FALSE,8245.4538
Mar 30 2026 13:48:36.000 UTC,1774896516.0,5653.0,33.48544,-99.31188,25,3,64,-94,55,1,1,15,9,-54,4.052,4291.0,TRUE,TRUE,FALSE,8273.3736
Mar 30 2026 13:48:37.000 UTC,1774896517.0,5558.4,33.48554,-99.31171,25,3,67,-96,57,1,1,13,7,-54,4.052,4196.4,TRUE,TRUE,FALSE,8293.9609
Mar 30 2026 13:48:38.000 UTC,1774896518.0,5465.5,33.48563,-99.31151,24,3,72,-90,61,1,1,11,12,-61,4.049,4103.5,TRUE,TRUE,FALSE,8327.7645
Mar 30 2026 13:48:39.000 UTC,1774896519.0,5367.5,33.48573,-99.31130,25,3,76,-102,59,1,0,17,8,-62,4.049,4005.5,TRUE,TRUE,FALSE,8361.2788
Mar 30 2026 13:48:40.000 UTC,1774896520.0,5268.1,33.48584,-99.31109,25,3,67,-95,59,1,0,15,10,-62,4.048,3906.1,TRUE,TRUE,FALSE,8394.9903
Mar 30 2026 13:48:41.000 UTC,1774896521.0,5180.2,33.48594,-99.31090,25,3,64,-82,59,1,0,14,11,-58,4.048,3818.2,TRUE,TRUE,FALSE,8424.0754
Mar 30 2026 13:48:42.000 UTC,1774896522.0,5094.1,33.48603,-99.31074,25,3,62,-90,52,1,0,14,11,-66,4.051,3732.1,TRUE,TRUE,FALSE,8448.6335
Mar 30 2026 13:48:43.000 UTC,1774896523.0,5004.5,33.48613,-99.31055,24,3,64,-91,57,1,1,11,10,-54,4.051,3642.5,TRUE,TRUE,FALSE,8478.5759
Mar 30 2026 13:48:44.000 UTC,1774896524.0,4911.8,33.48622,-99.31039,25,3,59,-93,54,1,3,16,5,-54,4.052,3549.8,TRUE,TRUE,FALSE,8503.1374
Mar 30 2026 13:48:45.000 UTC,1774896525.0,4818.5,33.48632,-99.31023,24,3,60,-93,57,1,0,15,9,-60,4.052,3456.5,TRUE,TRUE,FALSE,8527.3313
Mar 30 2026 13:48:46.000 UTC,1774896526.0,4727.8,33.48641,-99.31007,25,3,54,-87,47,1,1,9,13,-65,4.049,3365.8,TRUE,TRUE,FALSE,8551.8769
Mar 30 2026 13:48:47.000 UTC,1774896527.0,4639.8,33.48651,-99.30993,25,3,63,-84,52,1,2,16,7,-65,4.049,3277.8,TRUE,TRUE,FALSE,8570.7203
Mar 30 2026 13:48:48.000 UTC,1774896528.0,4553.6,33.48663,-99.30978,25,3,53,-89,42,1,2,11,12,-65,4.051,3191.6,TRUE,TRUE,FALSE,8587.7846
Mar 30 2026 13:48:49.000 UTC,1774896529.0,4461.5,33.48674,-99.30966,25,3,55,-95,40,1,0,3,20,-66,4.051,3099.5,TRUE,TRUE,FALSE,8600.5137
Mar 30 2026 13:48:50.000 UTC,1774896530.0,4362.9,33.48685,-99.30956,24,3,48,-98,42,1,0,6,17,-57,4.048,3000.9,TRUE,TRUE,FALSE,8609.4968
Mar 30 2026 13:48:51.000 UTC,1774896531.0,4267.0,33.48696,-99.30945,25,3,49,-100,36,1,0,7,16,-57,4.048,2905.0,TRUE,TRUE,FALSE,8618.7827
Mar 30 2026 13:48:52.000 UTC,1774896532.0,4170.9,33.48706,-99.30935,26,3,46,-94,39,1,0,11,14,-57,4.051,2808.9,TRUE,TRUE,FALSE,8628.2839
Mar 30 2026 13:48:53.000 UTC,1774896533.0,4077.5,33.48717,-99.30926,26,3,51,-90,28,1,0,11,15,-61,4.051,2715.5,TRUE,TRUE,FALSE,8632.7336
Mar 30 2026 13:48:54.000 UTC,1774896534.0,3987.5,33.48729,-99.30917,25,3,52,-88,34,1,0,14,9,-50,4.051,2625.5,TRUE,TRUE,FALSE,8637.4871
Mar 30 2026 13:48:55.000 UTC,1774896535.0,3902.0,33.48743,-99.30907,26,3,59,-86,33,1,1,18,7,-50,4.051,2540.0,TRUE,TRUE,FALSE,8642.0825
Mar 30 2026 13:48:56.000 UTC,1774896536.0,3820.2,33.48756,-99.30897,25,3,58,-78,30,1,0,14,9,-50,4.048,2458.2,TRUE,TRUE,FALSE,8646.4319
Mar 30 2026 13:48:57.000 UTC,1774896537.0,3737.6,33.48771,-99.30886,25,3,59,-82,30,1,2,17,6,-52,4.048,2375.6,TRUE,TRUE,FALSE,8652.6448
Mar 30 2026 13:48:58.000 UTC,1774896538.0,3654.1,33.48785,-99.30877,26,3,62,-86,30,1,2,21,3,-52,4.05,2292.1,TRUE,TRUE,FALSE,8655.0981
Mar 30 2026 13:48:59.000 UTC,1774896539.0,3568.2,33.48799,-99.30866,26,3,61,-89,33,1,0,14,10,-52,4.05,2206.2,TRUE,TRUE,FALSE,8661.5471
Mar 30 2026 13:49:00.000 UTC,1774896540.0,3482.6,33.48814,-99.30856,26,3,62,-86,29,1,1,13,12,-58,4.047,2120.6,TRUE,TRUE,FALSE,8665.7417
Mar 30 2026 13:49:01.000 UTC,1774896541.0,3391.9,33.48829,-99.30844,24,3,69,-91,34,1,0,14,10,-65,4.047,2029.9,TRUE,TRUE,FALSE,8676.1405
Mar 30 2026 13:49:02.000 UTC,1774896542.0,3300.7,33.48844,-99.30832,25,3,68,-92,33,1,1,6,18,-65,4.045,1938.7,TRUE,TRUE,FALSE,8687.6130
Mar 30 2026 13:49:04.000 UTC,1774896544.0,3117.9,33.48875,-99.30804,25,3,73,-94,37,1,0,15,10,-55,4.046,1755.9,TRUE,TRUE,FALSE,8718.3452
Mar 30 2026 13:49:06.000 UTC,1774896546.0,2932.1,33.48908,-99.30775,25,3,75,-90,37,1,0,12,13,-52,4.047,1570.1,TRUE,TRUE,FALSE,8753.9739
Mar 30 2026 13:49:07.000 UTC,1774896547.0,2844.0,33.48923,-99.30762,26,3,69,-84,36,1,0,14,9,-53,4.047,1482.0,TRUE,TRUE,FALSE,8771.2864
Mar 30 2026 13:49:08.000 UTC,1774896548.0,2756.1,33.48939,-99.30749,24,3,66,-81,34,1,1,15,8,-56,4.044,1394.1,TRUE,TRUE,FALSE,8786.9712
Mar 30 2026 13:49:10.000 UTC,1774896550.0,2593.2,33.48968,-99.30728,19,3,63,-86,30,1,0,6,13,-62,4.048,1231.2,TRUE,TRUE,FALSE,8808.0930
Mar 30 2026 13:49:11.000 UTC,1774896551.0,2487.9,33.48983,-99.30717,24,3,60,-84,25,1,0,11,13,-62,4.048,1125.9,TRUE,TRUE,FALSE,8819.6347
Mar 30 2026 13:49:12.000 UTC,1774896552.0,2411.0,33.48999,-99.30710,24,3,59,-83,26,1,0,11,13,-62,4.049,1049.0,TRUE,TRUE,FALSE,8821.4536
Mar 30 2026 13:49:13.000 UTC,1774896553.0,2329.7,33.49013,-99.30703,23,3,55,-83,16,1,0,8,14,-62,4.049,967.7,TRUE,TRUE,FALSE,8823.8453
Mar 30 2026 13:49:14.000 UTC,1774896554.0,2242.2,33.49026,-99.30697,23,3,51,-87,16,1,1,17,5,-62,4.046,880.2,TRUE,TRUE,FALSE,8825.3021
Mar 30 2026 13:49:15.000 UTC,1774896555.0,2155.9,33.49039,-99.30693,23,3,49,-83,18,1,0,11,11,-52,4.046,793.9,TRUE,TRUE,FALSE,8820.9149
Mar 30 2026 13:49:16.000 UTC,1774896556.0,2111.4,33.49052,-99.30688,25,3,46,-17,15,1,2,13,7,-52,4.051,749.4,TRUE,TRUE,FALSE,8821.6449
Mar 30 2026 13:49:17.000 UTC,1774896557.0,2092.7,33.49064,-99.30682,23,3,47,-30,22,1,0,9,13,-52,4.051,730.7,TRUE,TRUE,FALSE,8823.0785
Mar 30 2026 13:49:18.000 UTC,1774896558.0,2069.0,33.49075,-99.30674,25,3,53,-23,28,1,1,12,12,-50,4.049,707.0,TRUE,TRUE,FALSE,8834.4690
Mar 30 2026 13:49:19.000 UTC,1774896559.0,2044.6,33.49089,-99.30664,24,3,64,-20,30,1,2,14,8,-50,4.049,682.6,TRUE,TRUE,FALSE,8848.4516
Mar 30 2026 13:49:20.000 UTC,1774896560.0,2023.5,33.49105,-99.30656,25,3,63,-22,20,1,0,14,11,-52,4.046,661.5,TRUE,TRUE,FALSE,8855.4727
Mar 30 2026 13:49:21.000 UTC,1774896561.0,2004.9,33.49120,-99.30647,26,3,59,-19,29,1,0,20,6,-51,4.046,642.9,TRUE,TRUE,FALSE,8863.7479
Mar 30 2026 13:49:22.000 UTC,1774896562.0,1984.0,33.49132,-99.30636,25,3,54,-24,44,1,1,12,11,-59,4.049,622.0,TRUE,TRUE,FALSE,8884.4918
Mar 30 2026 13:49:23.000 UTC,1774896563.0,1962.0,33.49141,-99.30624,26,3,41,-20,50,1,0,16,10,-59,4.049,600.0,TRUE,TRUE,FALSE,8909.0130
Mar 30 2026 13:49:24.000 UTC,1774896564.0,1940.7,33.49147,-99.30617,26,3,26,-22,28,1,0,12,13,-50,4.048,578.7,TRUE,TRUE,FALSE,8924.8262
Mar 30 2026 13:49:25.000 UTC,1774896565.0,1914.3,33.49155,-99.30616,26,3,33,-26,-8,1,0,17,8,-53,4.048,552.3,TRUE,TRUE,FALSE,8919.4701
Mar 30 2026 13:49:26.000 UTC,1774896566.0,1887.7,33.49166,-99.30618,26,3,42,-26,-9,1,0,14,12,-52,4.053,525.7,TRUE,TRUE,FALSE,8902.2601
Mar 30 2026 13:49:27.000 UTC,1774896567.0,1864.1,33.49177,-99.30621,26,3,41,-22,-9,1,0,14,12,-57,4.053,502.1,TRUE,TRUE,FALSE,8884.4604
Mar 30 2026 13:49:28.000 UTC,1774896568.0,1842.9,33.49188,-99.30623,26,3,39,-20,-13,1,0,14,11,-50,4.053,480.9,TRUE,TRUE,FALSE,8867.5489
Mar 30 2026 13:49:29.000 UTC,1774896569.0,1820.7,33.49199,-99.30626,25,3,44,-22,-7,1,0,14,11,-53,4.053,458.7,TRUE,TRUE,FALSE,8848.1802
Mar 30 2026 13:49:30.000 UTC,1774896570.0,1797.5,33.49212,-99.30626,26,3,48,-25,8,1,1,17,8,-50,4.05,435.5,TRUE,TRUE,FALSE,8836.2172
Mar 30 2026 13:49:31.000 UTC,1774896571.0,1773.1,33.49225,-99.30622,25,3,49,-24,22,1,1,17,6,-57,4.05,411.1,TRUE,TRUE,FALSE,8835.4166
Mar 30 2026 13:49:32.000 UTC,1774896572.0,1751.5,33.49236,-99.30615,26,3,38,-20,33,1,0,16,10,-49,4.052,389.5,TRUE,TRUE,FALSE,8845.9261
Mar 30 2026 13:49:33.000 UTC,1774896573.0,1730.6,33.49242,-99.30609,24,3,18,-23,38,1,1,9,12,-59,4.052,368.6,TRUE,TRUE,FALSE,8858.6698
Mar 30 2026 13:49:34.000 UTC,1774896574.0,1707.0,33.49245,-99.30608,25,3,10,-23,-24,1,0,15,10,-64,4.049,345.0,TRUE,TRUE,FALSE,8858.6235
Mar 30 2026 13:49:35.000 UTC,1774896575.0,1683.5,33.49249,-99.30611,26,3,24,-23,-34,1,0,14,11,-64,4.049,321.5,TRUE,TRUE,FALSE,8846.3135
Mar 30 2026 13:49:36.000 UTC,1774896576.0,1659.8,33.49256,-99.30616,26,3,31,-25,-25,1,1,11,12,-57,4.051,297.8,TRUE,TRUE,FALSE,8826.9046
Mar 30 2026 13:49:37.000 UTC,1774896577.0,1636.0,33.49265,-99.30620,24,3,32,-23,-18,1,1,16,7,-57,4.051,274.0,TRUE,TRUE,FALSE,8808.2102
Mar 30 2026 13:49:38.000 UTC,1774896578.0,1612.8,33.49273,-99.30623,26,3,32,-23,-14,1,0,11,15,-48,4.053,250.8,TRUE,TRUE,FALSE,8791.8719
Mar 30 2026 13:49:39.000 UTC,1774896579.0,1590.2,33.49282,-99.30625,26,3,32,-23,-14,1,1,16,8,-66,4.053,228.2,TRUE,TRUE,FALSE,8777.8956
Mar 30 2026 13:49:40.000 UTC,1774896580.0,1566.9,33.49292,-99.30627,25,3,35,-22,0,1,0,16,7,-66,4.048,204.9,TRUE,TRUE,FALSE,8765.6768
Mar 30 2026 13:49:41.000 UTC,1774896581.0,1541.9,33.49300,-99.30625,24,3,29,-22,25,1,2,13,9,-62,4.048,179.9,TRUE,TRUE,FALSE,8763.2588
Mar 30 2026 13:49:42.000 UTC,1774896582.0,1515.8,33.49306,-99.30621,26,3,19,-25,42,1,0,15,11,-56,4.051,153.8,TRUE,TRUE,FALSE,8770.1371
Mar 30 2026 13:49:43.000 UTC,1774896583.0,1488.8,33.49308,-99.30618,26,3,8,-26,38,1,1,13,12,-55,4.051,126.8,TRUE,TRUE,FALSE,8777.4474
Mar 30 2026 13:49:44.000 UTC,1774896584.0,1464.3,33.49310,-99.30618,26,3,6,-23,2,1,0,18,6,-55,4.049,102.3,TRUE,TRUE,FALSE,8775.9763
Mar 30 2026 13:49:45.000 UTC,1774896585.0,1439.6,33.49312,-99.30619,26,3,11,-23,-32,1,1,11,12,-63,4.049,77.6,TRUE,TRUE,FALSE,8772.2386
Mar 30 2026 13:49:46.000 UTC,1774896586.0,1414.1,33.49316,-99.30623,25,3,20,-26,-38,1,1,11,11,-63,4.052,52.1,TRUE,TRUE,FALSE,8757.9593
Mar 30 2026 13:49:47.000 UTC,1774896587.0,1388.3,33.49321,-99.30627,26,3,27,-24,-34,1,1,11,10,-63,4.052,26.3,TRUE,TRUE,FALSE,8740.2657
Mar 30 2026 13:49:48.000 UTC,1774896588.0,1363.8,33.49329,-99.30632,26,3,30,-22,-21,1,0,16,9,-63,4.051,1.8,TRUE,TRUE,FALSE,8721.1752
Mar 30 2026 13:49:49.000 UTC,1774896589.0,1343.2,33.49337,-99.30634,26,3,25,-18,9,1,1,11,13,-63,4.051,-18.8,TRUE,TRUE,FALSE,8710.6881
Mar 30 2026 13:49:50.000 UTC,1774896590.0,1333.5,33.49341,-99.30632,26,3,1,-2,-91,1,1,11,13,-63,4.051,-28.5,TRUE,TRUE,TRUE,8711.8915
Mar 30 2026 13:49:51.000 UTC,1774896591.0,1334.1,33.49341,-99.30632,26,3,0,0,168,1,2,12,7,-63,4.051,-27.9,TRUE,TRUE,TRUE,8711.8915
Mar 30 2026 13:49:52.000 UTC,1774896592.0,1334.4,33.49341,-99.30632,26,3,0,0,-63,1,2,13,5,-63,4.046,-27.6,TRUE,TRUE,TRUE,8711.8915
Mar 30 2026 13:49:53.000 UTC,1774896593.0,1334.0,33.49341,-99.30632,26,3,0,0,-84,1,2,12,6,-63,4.046,-28.0,TRUE,TRUE,TRUE,8711.8915
