time_s,featherweight_source_time_s,marv_source_time_s,featherweight_navigation_unix_time_s,featherweight_navigation_gps_altitude_asl_m,featherweight_navigation_gps_altitude_agl_m,featherweight_navigation_latitude_deg,featherweight_navigation_longitude_deg,featherweight_navigation_satellite_count,featherweight_navigation_fix_type,featherweight_navigation_horizontal_speed_mps,featherweight_navigation_vertical_speed_mps,featherweight_navigation_course_heading_deg,featherweight_navigation_battery_v,featherweight_navigation_distance_ft,featherweight_navigation_distance_m,featherweight_navigation_flags,featherweight_navigation_rssi_dbm,featherweight_navigation_count_gt_40,featherweight_navigation_count_gt_32,featherweight_navigation_count_gt_24,featherweight_events_launch_detected,featherweight_events_apogee_detected,featherweight_events_landing_detected,marv_baro_log_time_s,marv_baro_sample_time_us,marv_baro_log_time_us,marv_baro_lagged,marv_baro_pressure_pa,marv_baro_temperature_c,marv_primary_imu_log_time_s,marv_primary_imu_sample_time_us,marv_primary_imu_log_time_us,marv_primary_imu_lagged,marv_primary_imu_accelerometer_x_mps2,marv_primary_imu_accelerometer_y_mps2,marv_primary_imu_accelerometer_z_mps2,marv_primary_imu_gyroscope_x_rad_s,marv_primary_imu_gyroscope_y_rad_s,marv_primary_imu_gyroscope_z_rad_s,marv_aux_imu_log_time_s,marv_aux_imu_sample_time_us,marv_aux_imu_log_time_us,marv_aux_imu_lagged,marv_aux_imu_accelerometer_x_mps2,marv_aux_imu_accelerometer_y_mps2,marv_aux_imu_accelerometer_z_mps2,marv_aux_imu_gyroscope_x_rad_s,marv_aux_imu_gyroscope_y_rad_s,marv_aux_imu_gyroscope_z_rad_s
0.16472,2.3297198092651374,0.16472,1774896432.7297199,415.25952000000007,0.12192000000000001,33.49817,-99.33435,27.0,3.0,0.0,0.0,41.08039197043612,4.046,0.0,0.0,True,-56.0,2.0,14.0,7.0,False,False,False,0.1693925342886387,1122325758.0,1122330430.5342886,False,97121.42425793245,24.99,0.165228,1122325758.0,1122326266.0,False,0.35742188,-0.6573689,9.587527,0.12983547,0.12132168,0.0063853515,0.16541582495042367,1122325758.0,1122326453.8249505,False,0.5867493021723454,-0.062213387,9.81131063295475,-0.012154533565891473,0.003686115412511267,0.012280076434108526
0.175426,2.3404258092651373,0.175426,1774896432.7404258,415.25952000000007,0.12192000000000001,33.49817,-99.33435,27.0,3.0,0.0,0.0,41.82981268513941,4.046,0.0,0.0,True,-56.0,2.0,14.0,7.0,False,False,False,0.1793004240873422,1122336464.0,1122340338.4240873,False,97120.05450358239,24.99,0.176195,1122336464.0,1122337233.0,False,0.25324866,-0.6519806,9.560586,0.07449576,0.2149735,0.14686307,0.17599926663061113,1122336464.0,1122337037.2666306,False,0.48052900036776636,-0.062213387,9.852874308815576,-0.008617528441860466,0.004865117184856679,0.01581708155813953
0.186056,2.3510558092651372,0.186056,1774896432.751056,415.25952000000007,0.12192000000000001,33.49817,-99.33435,27.0,3.0,0.0,0.0,42.57391339476914,4.046,0.0,0.0,True,-56.0,2.0,14.0,7.0,False,False,False,0.18928918952744675,1122347094.0,1122350327.1895275,False,97119.0,24.99,0.186928,1122347094.0,1122347966.0,False,0.3161118,-0.61246663,9.55879,-0.05321126,-0.021284504,0.093651816,0.186724119428249,1122347094.0,1122347762.1194282,False,0.5630698318469061,-0.09507656397348126,9.764443219672748,-0.008552114,-0.0023042154323866786,0.014683973585104383
0.196695,2.3616948092651375,0.196695,1774896432.761695,415.25952000000007,0.12192000000000001,33.49817,-99.33435,27.0,3.0,0.0,0.0,43.31864410499969,4.046,0.0,0.0,True,-56.0,2.0,14.0,7.0,False,False,False,0.19980874370772558,1122357733.0,1122360846.7437077,False,97119.0,24.99,0.197652,1122357733.0,1122358690.0,False,0.36281013,-0.64479625,9.594711,0.06385351,0.03618366,-0.20645969,0.19783941160021648,1122357733.0,1122358877.4116,False,0.5461468036604727,-0.029713649449576034,9.844738534187265,-0.010910495893550424,-4.253905583618957e-05,0.01708295746337723
0.207784,2.3727838092651377,0.207784,1774896432.772784,415.25952000000007,0.12192000000000001,33.49817,-99.33435,27.0,3.0,0.0,0.0,44.094874845271015,4.046,0.0,0.0,True,-56.0,2.0,14.0,7.0,False,False,False,0.2108277887807401,1122368822.0,1122371865.7887807,False,97119.22410307049,24.991120515352424,0.208417,1122368822.0,1122369455.0,False,0.3143157,-0.58732134,9.60908,-0.027669856,-0.0021284504,-0.068110414,0.20861189674264094,1122368822.0,1122369649.8967426,False,0.57906306,-0.084583642692258,9.88149244938636,-0.006174941639595829,-0.0023108823280428153,0.015948785345021685
0.21823,2.3832298092651376,0.21823,1774896432.7832298,415.25952000000007,0.12192000000000001,33.49817,-99.33435,27.0,3.0,0.0,0.0,44.826095542617416,4.046,0.0,0.0,True,-56.0,2.0,14.0,7.0,False,False,False,0.22139560229463487,1122379268.0,1122382433.6022947,False,97120.20647011802,24.996032350590117,0.219193,1122379268.0,1122380231.0,False,0.3879554,-0.5657683,9.542625,0.11493632,-0.085138015,-0.012770703,0.21899909762849498,1122379268.0,1122380037.0976286,False,0.57906306,-0.0015500244643351507,9.835362134539078,-0.009707892871320477,0.004755019749838516,0.019481736865922302
0.229058,2.3940578092651377,0.229058,1774896432.7940578,415.25952000000007,0.12192000000000001,33.49817,-99.33435,27.0,3.0,0.0,0.0,45.58405626546509,4.046,0.0,0.0,True,-56.0,2.0,14.0,7.0,False,False,False,0.2324353601442917,1122390096.0,1122393473.3601444,False,97121.0,24.998834941990836,0.229932,1122390096.0,1122390970.0,False,0.2640252,-0.6430001,9.589323,-0.08939492,-0.05321126,0.017027603,0.22972790054433068,1122390096.0,1122390765.9005444,False,0.5508949588781252,-0.06572568373373937,9.792248583448657,-0.009773844,0.004886922,0.02434173188098534
0.239654,2.4046538092651373,0.239654,1774896432.804654,415.25952000000007,0.12192000000000001,33.49817,-99.33435,27.0,3.0,0.0,0.0,44.60381630237132,4.046,0.0,0.0,True,-56.0,2.0,14.0,7.0,False,False,False,0.24353393926099248,1122400692.0,1122404571.939261,False,97121.0,24.99366968899288,0.240656,1122400692.0,1122401694.0,False,0.2640252,-0.62683535,9.51748,0.042569008,0.10429407,0.08939492,0.24084058073833378,1122400692.0,1122401878.5807383,False,0.5740312444209766,-0.038285162,9.819897783734994,-0.008552114,0.002443461,0.02687807
0.250742,2.4157418092651373,0.250742,1774896432.815742,415.25952000000007,0.12192000000000001,33.49817,-99.33435,27.0,3.0,0.0,0.0,41.27742106081788,4.046,0.0,0.0,True,-56.0,2.0,14.0,7.0,False,False,False,0.25512138622624175,1122411780.0,1122416159.3862262,False,97120.82782802147,24.993443439570537,0.251419,1122411780.0,1122412457.0,False,0.299947,-0.6322236,9.530052,0.008513802,0.025541406,0.014899153,0.2516129759297801,1122411780.0,1122412650.9759297,False,0.5600066772102072,-0.03931928758610083,9.805700834494615,-0.008574114205411276,0.0024654612162157276,0.02687807
0.261781,2.4267808092651375,0.261781,1774896432.8267808,415.25952000000007,0.12192000000000001,33.49817,-99.33435,27.0,3.0,0.0,0.0,37.965725798235965,4.046,0.0,0.0,True,-56.0,2.0,14.0,7.0,False,False,False,0.26660190351598395,1122422819.0,1122427639.903516,False,97120.29394979929,25.004121004014124,0.262191,1122422819.0,1122423229.0,False,0.22630732,-0.64838845,9.537237,0.010642252,-0.12983547,0.04895436,0.2623807762647754,1122422819.0,1122423418.7762647,False,0.5644522736718677,-0.0944435260074705,9.801255860236408,-0.009817052246524821,0.0036219833517068577,0.026791653524633575
0.271973,2.4369728092651375,0.271973,1774896432.836973,415.25952000000007,0.12192000000000001,33.49817,-99.33435,27.0,3.0,0.0,0.0,34.90813017216158,4.046,0.0,0.0,True,-56.0,2.0,14.0,7.0,False,False,False,0.2770412214552239,1122433011.0,1122438079.2214553,False,97120.0,25.006162313432835,0.272923,1122433011.0,1122433961.0,False,0.3143157,-0.6537767,9.560586,-0.019156054,-0.08300956,-0.10855097,0.27272409011820337,1122433011.0,1122433762.0901182,False,0.5506153349749409,-0.025258704339763405,9.815091921891252,-0.012172017212198587,0.0012670182896548404,0.022081724557068548
0.282665,2.4476648092651376,0.282665,1774896432.8476648,415.25952000000007,0.12192000000000001,33.49817,-99.33435,27.0,3.0,0.0,0.0,31.70053476066363,4.046,0.0,0.0,True,-56.0,2.0,14.0,7.0,False,False,False,0.28774419272388063,1122443703.0,1122448782.192724,False,97120.0,24.99618843283582,0.283653,1122443703.0,1122444691.0,False,0.28737438,-0.57474875,9.490539,-0.05321126,0.08300956,0.06385351,0.2838342212437585,1122443703.0,1122444872.2212439,False,0.5480865394462094,-0.06197095490394914,9.847969083794824,-0.012134784120108932,0.0012011002800272335,0.023150989331638668
0.293688,2.4586878092651374,0.293688,1774896432.8586879,415.25952000000007,0.12192000000000001,33.49817,-99.33435,27.0,3.0,0.0,0.0,28.393639491215254,4.046,0.0,0.0,True,-56.0,2.0,14.0,7.0,False,False,False,0.2987930585516179,1122454726.0,1122459831.0585515,False,97119.79506933744,24.99,0.294385,1122454726.0,1122455423.0,False,0.17781289,-0.6322236,9.603692,0.0,-0.014899153,0.06598196,0.29458021567527126,1122454726.0,1122455618.2156754,False,0.417740463234194,-0.04768278858211745,9.798560475121587,-0.0074412208683127725,8.867030190798085e-05,0.019547688
0.303982,2.4689818092651374,0.303982,1774896432.8689818,415.25952000000007,0.12192000000000001,33.49817,-99.33435,27.0,3.0,0.0,0.0,25.30544390891448,4.046,0.0,0.0,True,-56.0,2.0,14.0,7.0,False,False,False,0.3091317586496708,1122465020.0,1122470169.7586496,False,97119.31442312182,24.99,0.305144,1122465020.0,1122466182.0,False,0.299947,-0.5819331,9.569567,-0.019156054,-0.0021284504,0.12557858,0.30493872166105496,1122465020.0,1122465976.721661,False,0.4914605321661052,-0.03846777924354661,9.922962675645342,-0.013322483839506152,0.0047936810639730475,0.019547688
0.314834,2.4798338092651373,0.314834,1774896432.879834,415.25952000000007,0.12192000000000001,33.49817,-99.33435,27.0,3.0,0.0,0.0,22.049848566080968,4.046,0.0,0.0,True,-56.0,2.0,14.0,7.0,False,False,False,0.3196285744411106,1122475872.0,1122480666.5744412,False,97119.34805392385,24.993480539238472,0.315895,1122475872.0,1122476933.0,False,0.22091904,-0.71484375,9.639614,-0.05746816,0.014899153,0.023412954,0.31569776122430165,1122475872.0,1122476735.7612243,False,0.5258064147257306,-0.05707654860864754,9.897240789527057,-0.01104040194680557,8.96558936111392e-05,0.012351788840416707
0.325659,2.4906588092651374,0.325659,1774896432.8906589,415.25952000000007,0.12192000000000001,33.49817,-99.33435,27.0,3.0,0.0,0.0,18.802353211660343,4.046,0.0,0.0,True,-56.0,2.0,14.0,7.0,False,False,False,0.3294430337235346,1122486697.0,1122490481.0337236,False,97120.26298440603,25.002629844060348,0.326626,1122486697.0,1122487664.0,False,0.23169559,-0.7238242,9.671944,0.07449576,-0.014899153,0.017027603,0.3268045247046187,1122486697.0,1122487842.5247047,False,0.48319084917830296,-0.07553454890440406,9.829875345327604,-0.008552114,4.0680607411377676e-05,0.014721786902792685
0.336443,2.5014428092651375,0.336443,1774896432.901443,415.25952000000007,0.12192000000000001,33.49817,-99.33435,27.0,3.0,0.0,0.0,14.052205634502974,4.046,0.0,0.0,True,-56.0,2.0,14.0,7.0,False,False,False,0.3394563473344104,1122497481.0,1122500494.3473344,False,97120.80385821534,25.00803858215338,0.337349,1122497481.0,1122498387.0,False,0.2460643,-0.6537767,9.630633,-0.038312107,-0.008513802,0.004256901,0.3371551183315431,1122497481.0,1122498193.1183314,False,0.4739519284192625,-0.015481810114572343,9.83911394754744,-0.008552114,0.002399280985499455,0.018259686987289643
