time_s,featherweight_source_time_s,marv_source_time_s,featherweight_navigation_unix_time_s,featherweight_navigation_gps_altitude_asl_m,featherweight_navigation_gps_altitude_agl_m,featherweight_navigation_latitude_deg,featherweight_navigation_longitude_deg,featherweight_navigation_satellite_count,featherweight_navigation_fix_type,featherweight_navigation_horizontal_speed_mps,featherweight_navigation_vertical_speed_mps,featherweight_navigation_course_heading_deg,featherweight_navigation_battery_v,featherweight_navigation_distance_ft,featherweight_navigation_distance_m,featherweight_navigation_flags,featherweight_navigation_rssi_dbm,featherweight_navigation_count_gt_40,featherweight_navigation_count_gt_32,featherweight_navigation_count_gt_24,featherweight_events_launch_detected,featherweight_events_apogee_detected,featherweight_events_landing_detected,marv_baro_log_time_s,marv_baro_sample_time_us,marv_baro_log_time_us,marv_baro_lagged,marv_baro_pressure_pa,marv_baro_temperature_c,marv_primary_imu_log_time_s,marv_primary_imu_sample_time_us,marv_primary_imu_log_time_us,marv_primary_imu_lagged,marv_primary_imu_accelerometer_x_mps2,marv_primary_imu_accelerometer_y_mps2,marv_primary_imu_accelerometer_z_mps2,marv_primary_imu_gyroscope_x_rad_s,marv_primary_imu_gyroscope_y_rad_s,marv_primary_imu_gyroscope_z_rad_s,marv_aux_imu_log_time_s,marv_aux_imu_sample_time_us,marv_aux_imu_log_time_us,marv_aux_imu_lagged,marv_aux_imu_accelerometer_x_mps2,marv_aux_imu_accelerometer_y_mps2,marv_aux_imu_accelerometer_z_mps2,marv_aux_imu_gyroscope_x_rad_s,marv_aux_imu_gyroscope_y_rad_s,marv_aux_imu_gyroscope_z_rad_s
33.97265,36.13764980926514,33.97265,1774896466.5376499,3219.703224499646,2804.5656244996458,33.48536311750477,-99.31581161150858,28.0,3.0,10.622097236271967,-29.634454145592052,123.8494003814697,4.049,7330.849347974506,2234.4428812626293,True,-66.22589942779544,1.4623500953674267,15.22589942779544,8.311750476837133,True,True,False,33.97661041298579,1156133688.0,1156137648.4129858,False,69617.17274439309,24.446465930491353,33.97347,1156133688.0,1156134508.0,False,0.017960899,-4.035814,5.6720514,-0.31713912,0.41079092,2.5967095,33.97364983556269,1156133688.0,1156134687.8355627,False,0.26548510584096446,-3.505395067594165,5.887013654717357,-0.428274385443192,0.42970812652042734,2.4801947327269493
33.983477,36.14847680926514,33.983477,1774896466.548477,3219.390377901566,2804.252777901566,33.48536257615477,-99.31581063707858,28.0,3.0,10.608896957871968,-29.65425456319205,123.80609238146971,4.049,7331.235971482905,2234.5607241079897,True,-66.29086142779543,1.4515230953674276,15.290861427795434,8.257615476837138,True,True,False,33.98680466190792,1156144515.0,1156147842.661908,False,69621.09341022975,24.45121490025527,33.984197,1156144515.0,1156145235.0,False,0.3179079,-4.743473,5.9504457,-0.3426805,0.44058925,2.5796819,33.98400664214375,1156144515.0,1156145044.6421437,False,0.672088244083213,-4.189227673131673,6.201207131442781,-0.3964260417915165,0.480429541608694,2.4849132733368995
33.994012,36.15901180926514,33.994012,1774896466.559012,3219.0859686551657,2803.9483686551657,33.48536204940477,-99.31580968892858,28.0,3.0,10.596052685871973,-29.673520971192044,123.76395238146972,4.049,7331.612167904906,2234.6753887774153,True,-66.35407142779542,1.4409880953674303,15.354071427795418,8.204940476837152,True,True,False,33.99749404642148,1156155050.0,1156158532.0464215,False,69625.57554126879,24.456195045854212,33.994914,1156155050.0,1156155952.0,False,0.3358688,-5.1475935,6.3060713,-0.15537688,0.5108281,2.517957,33.99470956638512,1156155050.0,1156155747.566385,False,0.6420068127171071,-4.783896732855419,6.512115198443459,-0.3574910691344938,0.5304972822055417,2.4790076311663682
34.004763,36.16976280926514,34.004763,1774896466.569763,3218.775318080126,2803.637718080126,33.48536151185477,-99.31580872133858,28.0,3.0,10.582945066671973,-29.693182399992043,123.72094838146973,4.049,7331.996077514105,2234.7924044262995,True,-66.41857742779541,1.4302370953674313,15.418577427795412,8.151185476837156,True,True,False,34.00833413354209,1156165801.0,1156169372.133542,False,69629.0,24.458755756124518,34.005661,1156165801.0,1156166699.0,False,0.3143157,-4.576437,5.4457445,-0.19581744,0.4852867,2.4647455,34.00584801230992,1156165801.0,1156166886.01231,False,0.40873775637945914,-4.1191235891384785,5.6041325572051255,-0.3121685014047842,0.5811287893482915,2.476320407096308
34.015805,36.18080480926514,34.015805,1774896466.5808048,3218.4562590484456,2803.3186590484456,33.48536095975477,-99.31580772755858,28.0,3.0,10.56948266027197,-29.71337600959205,123.67678038146971,4.049,7332.390378500505,2234.912587366954,True,-66.48482942779543,1.419195095367428,15.484829427795432,8.09597547683714,True,True,False,34.01925816780254,1156176843.0,1156180296.1678026,False,69629.0,24.453671025971634,34.016422,1156176843.0,1156177460.0,False,-0.026941348,-3.437716,4.0465903,-0.23838645,0.6193791,2.528599,34.016609980961356,1156176843.0,1156177647.9809613,False,0.24684006090669877,-2.9566934098774933,4.252261080659779,-0.27812620550612777,0.6275401564184704,2.4686890425259205
34.026027,36.19102680926514,34.026027,1774896466.591027,3218.160893949566,2803.023293949566,33.48536044865477,-99.31580680757858,28.0,3.0,10.55701999787197,-29.732070003192046,123.63589238146972,4.049,7332.755397942905,2235.0238452929975,True,-66.54616142779543,1.408973095367429,15.546161427795425,8.044865476837145,True,True,False,34.029497496954924,1156187065.0,1156190535.496955,False,69629.54811205846,24.45,34.027145,1156187065.0,1156188183.0,False,-0.13829891,-3.2509224,3.6640232,-0.2490287,0.63640666,2.5732965,34.02694084863336,1156187065.0,1156187978.8486333,False,0.13618476245619066,-2.647780716154619,3.869578014552369,-0.2545851321922751,0.6710911752874579,2.4451478054288445
34.036904,36.20190380926514,34.036904,1774896466.601904,3217.846602599486,2802.7090025994858,33.48535990480477,-99.31580582864858,28.0,3.0,10.54375875947197,-29.751961860792047,123.59238438146971,4.049,7333.143806911306,2235.142232346566,True,-66.61142342779543,1.3980960953674284,15.61142342779543,7.990480476837142,True,True,False,34.040869990012176,1156197942.0,1156201907.9900122,False,69632.19780755177,24.45,34.037886,1156197942.0,1156198924.0,False,-0.2981509,-2.6815622,3.180875,-0.117064774,0.72367316,2.4370759,34.03769137371229,1156197942.0,1156198729.3737123,False,-0.17613128966243505,-2.124793721155262,3.439112005417587,-0.23852522978384844,0.7199354536975716,2.4350859988686535
34.047532,36.21253180926514,34.047532,1774896466.612532,3217.539506114366,2802.401906114366,33.48535937340477,-99.31580487212858,28.0,3.0,10.530801101871972,-29.771398347192044,123.54987238146973,4.049,7333.523324288905,2235.2579092432584,True,-66.67519142779541,1.3874680953674314,15.675191427795411,7.937340476837157,True,True,False,34.051941285728006,1156208570.0,1156212979.285728,False,69633.06903011962,24.446896767065383,34.048605,1156208570.0,1156209643.0,False,-0.5244582,-2.6905425,3.4484925,-0.17240448,0.77049905,2.4413326,34.04840235524831,1156208570.0,1156209440.3552482,False,-0.48234549363419355,-2.3640992003667196,3.6895419568847743,-0.22265521152088646,0.7603758967324902,2.4229225704006816
34.058758,36.22375780926514,34.058758,1774896466.6237578,3217.215130395326,2802.077530395326,33.48535881210477,-99.31580386178858,28.0,3.0,10.517114362671972,-29.791928455992043,123.50496838146972,4.049,7333.924195768105,2235.3800948701187,True,-66.74254742779542,1.3762420953674308,15.742547427795415,7.881210476837154,True,True,False,34.063536686217994,1156219796.0,1156224574.686218,False,69629.83340538983,24.436111351299424,34.059368,1156219796.0,1156220406.0,False,-0.6106705,-3.816691,4.6123586,-0.13834928,0.71090245,2.4136627,34.059554844258436,1156219796.0,1156220592.8442585,False,-0.42171964656257177,-3.322871603102827,4.883197984951916,-0.18847545789431647,0.799777002587207,2.397683071992869
34.06901,36.23400980926514,34.06901,1774896466.6340098,3216.9188984452458,2801.7812984452457,33.48535829950477,-99.31580293910858,28.0,3.0,10.504615124271972,-29.810677313592045,123.46396038146972,4.049,7334.2902864865055,2235.491679321087,True,-66.80405942779542,1.3659900953674295,15.804059427795423,7.829950476837148,True,True,False,34.07403386343757,1156230048.0,1156235071.8634377,False,69629.46381377851,24.433659534446267,34.070107,1156230048.0,1156231145.0,False,-0.6771259,-5.0739536,5.844476,-0.12557858,0.77262753,2.2561574,34.06990904608295,1156230048.0,1156230947.046083,False,-0.45401879769584447,-4.739421094008864,6.045967907833812,-0.1390014058525469,0.8421832970967635,2.365878153456229
34.079857,36.24485680926514,34.079857,1774896466.644857,3216.6054739463657,2801.4678739463657,33.48535775715477,-99.31580196287858,28.0,3.0,10.491390461871973,-29.830514307192043,123.42057238146973,4.049,7334.677624178905,2235.6097398497304,True,-66.86914142779541,1.3551430953674313,15.869141427795412,7.775715476837156,True,True,False,34.08498084048906,1156240895.0,1156246018.8404891,False,69633.54450975782,24.44386127439454,34.080844,1156240895.0,1156241882.0,False,-0.63761187,-5.542733,6.9508677,-0.12983547,0.78752667,2.3412955,34.080644159034364,1156240895.0,1156241682.1590343,False,-0.5485677958020678,-5.165711469510673,7.082658103630177,-0.07450900873731744,0.8885557066119897,2.3448873657974785
34.090451,36.25545080926514,34.090451,1774896466.6554508,3216.299359892606,2801.161759892606,33.48535722745477,-99.31580100941858,28.0,3.0,10.478474257071968,-29.84988861439205,123.3781963814697,4.049,7335.0559274437055,2235.725046684842,True,-66.93270542779544,1.3445490953674266,15.93270542779544,7.722745476837133,True,True,False,34.095639546462344,1156251489.0,1156256677.5464623,False,69635.43169220736,24.45,34.091568,1156251489.0,1156252606.0,False,-0.899841,-4.7273083,6.018697,0.023412954,0.8620224,2.4370759,34.09135756679245,1156251489.0,1156252395.5667925,False,-0.8318535202263995,-4.080107336301947,6.40282854626419,-0.008624956221135682,0.9253524929056585,2.3468963520754715
34.101716,36.26671580926514,34.101716,1774896466.6667159,3215.9738572670058,2800.8362572670057,33.48535666420477,-99.31579999556858,28.0,3.0,10.464739969071966,-29.870490046392053,123.3331363814697,4.049,7335.458191581705,2235.847656794104,True,-67.00029542779545,1.333284095367425,16.00029542779545,7.666420476837125,True,True,False,34.10691713950347,1156262754.0,1156267955.1395035,False,69633.85756206623,24.45,34.102333,1156262754.0,1156263371.0,False,-0.79566777,-3.417959,4.2639174,0.12345012,0.90671986,2.300855,34.10252154842673,1156262754.0,1156263559.5484266,False,-0.5147726755461083,-2.7543533920439334,4.468388653350157,0.04835607453682865,0.9632818812057264,2.325809672143992
34.111918,36.27691780926514,34.111918,1774896466.6769178,3215.6790700689257,2800.5414700689257,33.48535615410477,-99.31579907738859,28.0,3.0,10.452301690671966,-29.889147463992053,123.2923283814697,4.049,7335.8224968401055,2235.958697036864,True,-67.06150742779545,1.3230820953674254,16.061507427795448,7.615410476837127,True,True,False,34.116790753012566,1156272956.0,1156277828.7530127,False,69634.2159217161,24.45,34.113061,1156272956.0,1156274099.0,False,-1.2608551,-3.1234002,4.599786,0.07236732,0.8620224,2.3498092,34.112863328262314,1156272956.0,1156273901.3282623,False,-1.1883227320893401,-2.897367443825032,5.178845695681902,0.08722171996948745,0.9939033051875713,2.3057880904941848
34.122987,36.28798680926514,34.122987,1774896466.6879869,3215.359230871166,2800.221630871166,33.48535560065477,-99.31579808117858,28.0,3.0,10.438806365871967,-29.909390451192053,123.2480523814697,4.049,7336.217761974905,2236.0791738499515,True,-67.12792142779544,1.3120130953674263,16.127921427795442,7.560065476837131,True,True,False,34.12694687505341,1156284025.0,1156287984.8750534,False,69637.5268780446,24.45,34.123801,1156284025.0,1156284839.0,False,-2.162492,-4.657261,7.6657114,0.09152337,0.97270185,2.1901755,34.123608937138734,1156284025.0,1156284646.9371388,False,-1.8780060722003,-4.169118504787141,8.09706466811844,0.13955953977168817,1.0208860403359887,2.3054054
34.133804,36.29880380926514,34.133804,1774896466.698804,3215.046673223486,2799.909073223486,33.48535505980477,-99.31579710764858,28.0,3.0,10.425618279471973,-29.929172580792045,123.20478438146972,4.049,7336.604028391305,2236.19690785367,True,-67.19282342779542,1.3011960953674304,16.192823427795418,7.505980476837152,True,True,False,34.13707761844366,1156294842.0,1156298115.6184437,False,69639.52631823461,24.45118420441347,34.134533,1156294842.0,1156295571.0,False,-2.3708386,-6.1102977,10.600522,0.32778138,1.0131423,2.400892,34.134717830386734,1156294842.0,1156295755.8303866,False,-2.0828207409759596,-5.520156332044159,10.90491378268871,0.22287930477713414,1.0374385331952085,2.3256487736924583
