time_s,thrust_N
0.000100656936828725,486.4112235963646
0.005100656936828725,894.1593816048816
0.010100656936828725,1464.6753398536578
0.015100656936828724,2080.387945340346
0.020100656936828724,2615.420251457442
0.025100656936828725,2840.299932896042
0.030100656936828722,3065.548119694486
0.03510065693682873,3134.9769172831934
0.040100656936828724,3137.6123715136523
0.04510065693682872,3151.303583367292
0.050100656936828726,3154.284002501118
0.055100656936828724,3141.398892928529
0.06010065693682872,3119.6067618673846
0.06510065693682873,3103.6592594554363
0.07010065693682874,3086.8535475337385
0.07510065693682873,3075.3143752484543
0.08010065693682873,3064.228246622688
0.08510065693682874,3051.380119431033
0.09010065693682873,3034.985308079987
0.09510065693682873,3018.2433593582473
0.10010065693682874,3001.3931192234195
0.10510065693682873,2987.2427954701593
0.11010065693682873,2979.584560318841
0.11510065693682874,2981.3672819127232
0.12010065693682873,2986.4350823352565
0.12510065693682873,2993.729040690899
0.13010065693682873,3001.146451271857
0.13510065693682874,3006.5220510639397
0.14010065693682874,3006.376881971515
0.14510065693682872,3004.772624593764
0.15010065693682872,3001.6971408251843
0.15510065693682873,2995.403857279723
0.16010065693682873,2990.0914808194448
0.16510065693682874,2989.288874959779
0.17010065693682874,2991.9366201649163
0.17510065693682875,2996.064223564664
0.18010065693682872,3001.4684117612305
0.18510065693682873,3004.87355516179
0.19010065693682873,3006.1314038665505
0.19510065693682874,3004.3758017355553
0.20010065693682874,3000.983518640347
0.20510065693682875,2997.2734192435555
0.21010065693682872,2993.5979036211093
0.21510065693682873,2990.105221672803
0.22010065693682873,2987.5479677923518
0.22510065693682874,2986.567830732119
0.23010065693682874,2986.9250194821548
0.23510065693682874,2988.2671339665285
0.24010065693682872,2990.594174185241
0.24510065693682873,2993.3992583628838
0.2501006569368287,2995.572408070463
0.2551006569368287,2996.770386326003
0.2601006569368287,2996.9931931295046
0.2651006569368287,2996.6759052680286
0.2701006569368287,2997.008369533488
0.2751006569368287,2998.4588756025123
0.28010065693682873,3001.027423475103
0.28510065693682873,3004.7140131512606
0.2901006569368287,3008.31877987758
0.2951006569368287,3010.943685002485
0.3001006569368287,3012.588728525975
0.3051006569368287,3013.2539104480506
0.3101006569368287,3012.9461866381416
0.3151006569368287,3012.913218586377
0.3201006569368287,3013.37007992783
0.3251006569368287,3014.316770662501
0.3301006569368287,3015.753290790389
0.3351006569368287,3017.6726844420646
0.3401006569368287,3019.3480133627004
0.34510065693682873,3020.7066128583037
0.35010065693682874,3021.748482928874
0.3551006569368287,3022.4736235744112
0.3601006569368287,3022.882034794917
0.3651006569368287,3023.217781321429
0.3701006569368287,3023.553527847941
0.3751006569368287,3023.9986199122736
0.3801006569368287,3024.8045638778412
0.3851006569368287,3025.9713597446444
0.3901006569368287,3027.4990075126825
0.3951006569368287,3029.3875071819557
0.4001006569368287,3031.5275132146435
0.40510065693682873,3033.805764426149
0.41010065693682873,3036.4102671903465
0.41510065693682874,3039.3410215072354
0.4201006569368287,3043.1898467120373
0.4251006569368287,3059.1628295252394
0.4301006569368287,3090.023666624465
0.4351006569368287,3091.2882388482635
0.4401006569368287,3099.88116331267
0.4451006569368287,3085.229923896196
0.4501006569368287,3068.4100472658265
0.4551006569368287,3042.2650441428887
0.4601006569368287,3038.363672615947
0.4651006569368287,3041.7188708724325
0.47010065693682873,3057.4019738253146
0.47510065693682874,3058.3532422239177
0.4801006569368287,3057.305099956315
0.4851006569368287,3069.2692728251072
0.4901006569368287,3059.225703679347
0.4951006569368287,3053.9082414152517
0.5001006569368287,3058.364727242599
0.5051006569368287,3061.933791554535
0.5101006569368287,3054.131875329216
0.5151006569368287,3057.868380731387
0.5201006569368287,3069.8355375234387
0.5251006569368287,3074.5112977852136
0.5301006569368287,3074.079154657722
0.5351006569368287,3080.052838100357
0.5401006569368287,3083.1364035076126
0.5451006569368287,3084.6455854444384
0.5501006569368287,3088.0202384372437
0.5551006569368288,3093.260362486029
0.5601006569368288,3097.0514155496567
0.5651006569368288,3098.8968664771255
0.5701006569368288,3098.980151701174
0.5751006569368288,3099.1137492689772
0.5801006569368287,3099.2976591805364
0.5851006569368287,3099.4281999630066
0.5901006569368287,3099.2425420500263
0.5951006569368287,3098.7247976585963
0.6001006569368287,3098.306014055997
0.6051006569368287,3099.828253222481
0.6101006569368287,3103.395196630895
0.6151006569368287,3106.9931961473712
0.6201006569368287,3109.9122018319713
0.6251006569368287,3112.6014910723165
0.6301006569368287,3114.2117179260113
0.6351006569368287,3114.742882393055
0.6401006569368287,3116.437037612919
0.6451006569368287,3120.004233525542
0.6501006569368287,3124.452348090154
0.6551006569368287,3128.7746704688025
0.6601006569368287,3132.9712006614886
0.6651006569368287,3137.0419386682124
0.6701006569368287,3140.9868844889734
0.6751006569368287,3144.9178355096424
0.6801006569368288,3148.848786530311
0.6851006569368288,3152.779737550979
0.6901006569368288,3156.7106885716476
0.6951006569368288,3160.738953948015
0.7001006569368288,3165.0236470599993
0.7051006569368287,3169.564767907601
0.7101006569368287,3174.3623164908195
0.7151006569368287,3179.4162928096553
0.7201006569368287,3184.629382508409
0.7251006569368287,3189.925027446132
0.7301006569368287,3195.312841813387
0.7351006569368287,3200.792825610174
0.7401006569368287,3206.364978836493
0.7451006569368287,3212.000784197511
0.7501006569368287,3217.52968732263
0.7551006569368287,3222.9420740212863
0.7601006569368287,3228.23794429348
0.7651006569368287,3233.4172981392107
0.7701006569368287,3238.508652853311
0.7751006569368287,3243.5567788566914
0.7801006569368287,3248.5004625620504
0.7851006569368287,3253.3397039693896
0.7901006569368287,3258.0745030787066
0.7951006569368287,3262.7048598900024
0.8001006569368287,3267.2740031139974
0.8051006569368288,3271.843146337992
0.8101006569368288,3276.311312917599
0.8151006569368288,3280.2615335947744
0.8201006569368288,3283.693808369519
0.8251006569368288,3286.608137241833
0.8301006569368288,3289.004520211715
0.8351006569368287,3290.9839339235546
0.8401006569368287,3292.9633476353943
0.8451006569368287,3294.9427613472335
0.8501006569368287,3296.9221750590727
0.8551006569368287,3298.944233365824
0.8601006569368287,3301.103266578918
0.8651006569368287,3303.399274698354
0.8701006569368287,3305.8322577241343
0.8751006569368287,3308.402215656256
0.8801006569368287,3311.0665038998095
0.8851006569368287,3313.730792143363
0.8901006569368287,3316.3950803869166
0.8951006569368287,3319.076110676626
0.9001006569368287,3321.776060571356
0.9051006569368287,3324.494930071105
0.9101006569368287,3327.232719175875
0.9151006569368287,3329.9894278856655
0.9201006569368287,3332.7483141543194
0.9251006569368287,3335.507200422974
0.9301006569368288,3338.266086691628
0.9351006569368288,3340.727479478339
0.9401006569368288,3342.8586719367486
0.9451006569368288,3344.659664066859
0.9501006569368288,3346.130455868669
0.9551006569368288,3347.271047342179
0.9601006569368287,3348.3789319693324
0.9651006569368287,3349.4868165964863
0.9701006569368287,3350.59470122364
0.9751006569368287,3351.7025858507936
0.9801006569368287,3352.8104704779466
0.9851006569368287,3353.546326167176
0.9901006569368287,3353.869357843636
0.9951006569368287,3353.779565507325
1.0001006569368287,3353.2769491582435
1.0051006569368288,3352.3615087963926
1.0101006569368287,3351.405273359695
1.0151006569368288,3350.4490379229974
1.0201006569368287,3349.4928024862993
1.0251006569368286,3348.8175735111477
1.0301006569368287,3348.6089088330054
1.0351006569368286,3348.8668084518727
1.0401006569368287,3349.5912723677493
1.0451006569368286,3350.7823005806363
1.0501006569368287,3352.158886628987
1.0551006569368286,3353.5354726773376
1.0601006569368288,3354.944318102829
1.0651006569368286,3356.399094171431
1.0701006569368288,3357.899800883143
1.0751006569368287,3359.446438237965
1.0801006569368288,3361.0390062358974
1.0851006569368287,3362.6452454997984
1.0901006569368288,3364.2514847637
1.0951006569368287,3365.6300208505145
1.1001006569368288,3366.724753133138
1.1051006569368287,3367.5356816115705
1.1101006569368288,3368.062806285811
1.1151006569368287,3368.3061271558595
1.1201006569368288,3368.493347398802
1.1251006569368287,3368.6805676417453
1.1301006569368288,3368.8677878846884
1.1351006569368287,3369.104742669357
1.1401006569368288,3369.4651283441053
1.1451006569368287,3369.9489449089324
1.1501006569368288,3370.556192363838
1.1551006569368287,3371.286870708823
1.1601006569368286,3372.091245402161
1.1651006569368287,3372.8904715390127
1.1701006569368286,3373.6794653728293
1.1751006569368287,3374.4582269036105
1.1801006569368286,3375.2267561313565
1.1851006569368288,3375.9850530560675
1.1901006569368286,3376.7382662342297
1.1951006569368288,3377.4914794123924
1.2001006569368287,3378.244692590555
1.2051006569368288,3378.9974250261835
1.2101006569368287,3379.7455135519676
1.2151006569368288,3380.488958167908
1.2201006569368287,3381.227758874004
1.2251006569368288,3381.961915670255
1.2301006569368287,3382.6919092991966
1.2351006569368288,3383.421902928138
1.2401006569368287,3384.0366102764237
1.2451006569368288,3384.46038408243
1.2501006569368287,3384.6932243461574
1.2551006569368288,3384.735131067605
1.2601006569368287,3384.5861042467736
1.2651006569368288,3384.361430164318
1.2701006569368287,3384.136756081862
1.2751006569368288,3383.984572653736
1.2801006569368287,3383.976084842348
1.2851006569368286,3384.111292647698
1.2901006569368287,3384.3901960697863
1.2951006569368286,3384.8127951086126
1.3001006569368287,3385.306599109847
1.3051006569368286,3385.823726927467
1.3101006569368288,3386.56334179762
1.3151006569368286,3387.5254437203066
1.3201006569368288,3388.7100326955274
1.3251006569368287,3390.1171087232806
1.3301006569368288,3391.723347987183
1.3351006569368287,3393.3295872510844
1.3401006569368288,3394.9163403605858
1.3451006569368287,3396.4079501720325
1.3501006569368288,3397.804416685426
1.3551006569368287,3399.105739900765
1.3601006569368288,3400.3119198180493
1.3651006569368287,3401.442442591681
1.3701006569368288,3402.5729653653125
1.3751006569368287,3403.7687320718137
1.3801006569368288,3405.282820239464
1.3851006569368287,3407.115229868263
1.3901006569368288,3409.2659609582115
1.3951006569368287,3411.7350135093084
1.4001006569368288,3414.457143588685
1.4051006569368287,3417.179273668062
1.4101006569368286,3420.4710386393836
1.4151006569368287,3424.470812877294
1.4201006569368286,3429.178596381792
1.4251006569368287,3434.5943891528777
1.4301006569368286,3439.5322291109833
1.4351006569368288,3442.2528814229145
1.4401006569368286,3442.7447498141273
1.4451006569368288,3441.5014816514076
1.4501006569368287,3438.5230769347554
1.4551006569368288,3434.995497743739
1.4601006569368287,3432.088344019607
1.4651006569368288,3429.6877331846904
1.4701006569368287,3427.3084262372536
1.4751006569368288,3424.9504231772976
1.4801006569368287,3422.6137240048224
1.4851006569368288,3420.2983287198276
1.4901006569368287,3418.0520582917725
