time_s,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,barometer_v1,gnss_x,gnss_y,gnss_z
0.0,-0.0037883247180553886,-0.0019027552756993426,-9.783753432933937,-0.0016798357055712327,-0.0026018376673421673,-0.0026631750259528885,96454.65335720745,33.49864099644529,-99.3375993124239,418.7372196605987
0.0033333333333333335,-0.0056269312419547305,0.005272228960330141,7.571880625301541,-0.0006989916707298694,0.002353975851683467,-0.0003560024849465885,,,,
0.006666666666666667,0.0036713297504658965,0.0057896547974383246,12.079066361570233,-0.00025726797479170475,0.002587506254597006,-0.00031517233367632893,,,,
0.01,-0.004909036086766329,-0.008671870656833877,16.569742806138056,-0.0020740316696316475,-0.002272702501670133,0.0017466959510288836,96454.37966327943,,,
0.013333333333333334,0.004577093594373565,0.003490007796887856,21.076572734401534,0.0016338430939289528,-0.0025314888179488668,0.001951229460014476,,,,
0.016666666666666666,-0.0042839947322621565,0.0038169070816165317,25.568306553782065,0.0003633017748291216,-0.0008917762096474819,-0.0006432654315839925,,,,
0.02,0.004757346571365377,0.0027714628079905097,30.0718916560304,0.0002872589313511661,0.001640635099777089,-0.0008991953231131616,96452.50358387145,,,
0.023333333333333334,-0.005060721473503729,-0.0003779965679339006,34.57099626118597,0.0010511200781388248,0.0007988585682235444,-0.0006758966377375338,,,,
0.02666666666666667,0.0019425061491111049,0.0035075230532090915,39.057516607469424,-0.0004736866364826178,0.000515213850271185,0.0002598436625619575,,,,
0.03,0.0027531226784077516,-0.00048631582645719285,43.558546811544616,-0.00034431073530279924,0.0027670410160946816,-0.0032676362043903766,96454.65137405926,,,
0.03333333333333333,0.001429602304510759,0.0007080845895396947,48.049314328462664,-0.0026855673747787864,-0.003884261854995411,0.00021162648092772172,,,,
0.03666666666666667,-4.049180858899809e-05,-0.0006099660482584044,52.5584194780873,-2.8591565802923412e-05,0.00257022601510572,-0.0004304321444517324,,,,
0.04,0.010257930151012949,0.006072618255928575,57.05164259555804,0.004120784004954115,-0.0002793994912372654,0.0005898909362146293,96453.39938165175,,,
0.043333333333333335,-0.004196244542810372,-0.0009361435751074839,60.89541734959013,0.0026056549747137084,-0.0032537415243991,-0.003032125689175845,,,,
0.04666666666666667,-0.0059985415669123665,0.0035078839498061238,64.74647312515656,0.0003650199157393373,0.0022483894293285375,0.0010596338640011306,,,,
0.05,-0.002918912729087607,0.0033521896126862973,68.57506674733325,-0.0008070730207917399,0.001812591049651074,0.0011379006790634555,96452.70890407404,,,
0.05333333333333334,0.00588180040538717,0.0020176892881901384,72.42218858194134,0.0006775293924526245,-0.0008084606129592525,0.0005033710222650665,,,,
0.05666666666666667,-0.0003840496925792491,-0.0046059853236602,76.24304611941544,-0.001159083360155212,0.0020374694865172094,-0.0004470129128500241,,,,
0.06,-0.012609234867822696,-0.003424236346072284,80.07804028841501,-0.0033910263302419823,0.001054024314006286,-0.00352665597309598,96453.2187459321,,,
