time_s,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,barometer_v1,gnss_x,gnss_y,gnss_z
0.0,0.0,0.0,-9.7803253359,0.0,0.0,0.0,96454.37206994892,33.49862509998742,-99.33761247678022,416.5339367565666
0.01,0.0,0.0,16.57656439706455,0.0,0.0,0.0,,,,
0.02,0.0,0.0,30.07231743557528,0.0,0.0,0.0,96454.32146501262,,,
0.03,0.0,0.0,43.555811331468504,0.0,0.0,0.0,,,,
0.04,0.0,0.0,57.05217436515568,0.0,0.0,0.0,96454.08598437895,,,
0.05,0.0,0.0,68.5703777103867,0.0,0.0,0.0,,,,
0.06,0.0,0.0,80.08391167445237,0.0,0.0,0.0,96453.54321935105,,,
0.07,0.0,0.0,83.50555447398149,0.0,0.0,0.0,,,,
0.08,0.0,0.0,86.85008787869408,0.0,0.0,0.0,96452.59662512655,,,
0.09,0.0,0.0,86.28420324289962,0.0,0.0,0.0,,,,
0.1,0.0,0.0,85.67748699139202,0.0,0.0,0.0,96451.20807733986,33.49862509998744,-99.3376124767802,416.80685909379525
0.11,0.0,0.0,85.18166518666732,0.0,0.0,0.0,,,,
0.12,0.0,0.0,84.68582389865068,0.0,0.0,0.0,96449.37672386804,,,
0.13,0.0,0.0,84.40870267858112,0.0,0.0,0.0,,,,
0.14,0.0,0.0,84.13300154190576,0.0,0.0,0.0,96447.10700521982,,,
0.15,0.0,0.0,84.13161787475708,0.0,0.0,0.0,,,,
0.16,0.0,0.0,84.13272580493664,0.0,0.0,0.0,96444.40140404025,,,
0.17,0.0,0.0,84.25959818557637,0.0,0.0,0.0,,,,
0.18,0.0,0.0,84.38764554144996,0.0,0.0,0.0,96441.26017635365,,,
0.19,0.0,0.0,84.36948925902676,0.0,0.0,0.0,,,,
0.2,0.0,0.0,84.34953121973311,0.0,0.0,0.0,96437.68259093436,33.498625099987464,-99.3376124767802,417.9736041953206
0.21,0.0,0.0,84.380810898842,0.0,0.0,0.0,,,,
0.22,0.0,0.0,84.41248697307118,0.0,0.0,0.0,96433.66853838167,,,
0.23,0.0,0.0,84.45692831080525,0.0,0.0,0.0,,,,
0.24,0.0,0.0,84.50122982738931,0.0,0.0,0.0,96429.21781596835,,,
0.25,0.0,0.0,84.5427491082013,0.0,0.0,0.0,,,,
0.26,0.0,0.0,84.58403504042853,0.0,0.0,0.0,96424.33006792009,,,
0.27,0.0,0.0,84.72893998079596,0.0,0.0,0.0,,,,
0.28,0.0,0.0,84.87485970178822,0.0,0.0,0.0,96419.00478216515,,,
0.29,0.0,0.0,85.02714396570248,0.0,0.0,0.0,,,,
0.3,0.0,0.0,85.17936473498412,0.0,0.0,0.0,96413.2407983271,33.49862509998744,-99.33761247678021,420.08223514755474
0.31,0.0,0.0,85.32461799380366,0.0,0.0,0.0,,,,
0.32,0.0,0.0,85.46976174352332,0.0,0.0,0.0,96407.0367625941,,,
0.33,0.0,0.0,85.60605379565803,0.0,0.0,0.0,,,,
0.34,0.0,0.0,85.75316990226007,0.0,0.0,0.0,96400.3912539884,,,
0.35000000000000003,0.0,0.0,85.86310651712414,0.0,0.0,0.0,,,,
0.36,0.0,0.0,85.96998529415234,0.0,0.0,0.0,96393.30329165692,,,
0.37,0.0,0.0,86.09217042269016,0.0,0.0,0.0,,,,
0.38,0.0,0.0,86.21550072259195,0.0,0.0,0.0,96385.77172198711,,,
0.39,0.0,0.0,86.3634780049081,0.0,0.0,0.0,,,,
0.4,0.0,0.0,86.51328461765547,0.0,0.0,0.0,96377.795455924,33.49862509998744,-99.3376124767802,423.1406553380211
0.41000000000000003,0.0,0.0,86.84696176957488,0.0,0.0,0.0,,,,
0.42,0.0,0.0,87.19505478290503,0.0,0.0,0.0,96369.3729221232,,,
0.43,0.0,0.0,87.32822470449472,0.0,0.0,0.0,,,,
0.44,0.0,0.0,87.44493542727508,0.0,0.0,0.0,96360.50163527482,,,
0.45,0.0,0.0,87.61087932601643,0.0,0.0,0.0,,,,
0.46,0.0,0.0,87.78053974763567,0.0,0.0,0.0,96351.18009786602,,,
0.47000000000000003,0.0,0.0,87.89058900777034,0.0,0.0,0.0,,,,
0.48,0.0,0.0,87.99592096101537,0.0,0.0,0.0,96341.40699194935,,,
0.49,0.0,0.0,87.93509269082257,0.0,0.0,0.0,,,,
0.5,0.0,0.0,87.86102142662074,0.0,0.0,0.0,96331.18154268028,33.49862509998743,-99.3376124767802,427.1636626106203
0.51,0.0,0.0,88.06942977341744,0.0,0.0,0.0,,,,
0.52,0.0,0.0,88.29910785055365,0.0,0.0,0.0,96320.50377108352,,,
0.53,0.0,0.0,88.50608038174275,0.0,0.0,0.0,,,,
