time_s,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,barometer_v1,gnss_x,gnss_y,gnss_z
0.0,0.0,0.0,-9.7803253359,0.0,0.0,0.0,96454.37206994892,33.49862509998743,-99.33761247678021,416.5339367538068
0.01,0.0,0.0,16.572090375652238,0.0,0.0,0.0,,,,
0.02,0.0,0.0,30.067842399173905,0.0,0.0,0.0,96454.32147534362,,,
0.03,0.0,0.0,43.55133494590137,0.0,0.0,0.0,,,,
0.04,0.0,0.0,57.04769629406945,0.0,0.0,0.0,96454.08602921385,,,
0.05,0.0,0.0,68.56592572615186,0.0,0.0,0.0,,,,
0.06,0.0,0.0,80.07953983875377,0.0,0.0,0.0,96453.54307393645,,,
0.07,0.0,0.0,83.50128402522718,0.0,0.0,0.0,,,,
0.08,0.0,0.0,86.84597343982942,0.0,0.0,0.0,96452.59646868818,,,
0.09,0.0,0.0,86.280172099062,0.0,0.0,0.0,,,,
0.1,0.0,0.0,85.67355103776791,0.0,0.0,0.0,96451.20801120097,33.49862509998744,-99.3376124767802,416.8068647978636
0.11,0.0,0.0,85.17772561328486,0.0,0.0,0.0,,,,
0.12,0.0,0.0,84.6819893895903,0.0,0.0,0.0,96449.37675722493,,,
0.13,0.0,0.0,84.40483822806566,0.0,0.0,0.0,,,,
0.14,0.0,0.0,84.12923272571065,0.0,0.0,0.0,96447.10713591256,,,
0.15,0.0,0.0,84.12788415871672,0.0,0.0,0.0,,,,
0.16,0.0,0.0,84.12900103629526,0.0,0.0,0.0,96444.40166807068,,,
0.17,0.0,0.0,84.2558917812547,0.0,0.0,0.0,,,,
0.18,0.0,0.0,84.38396828542467,0.0,0.0,0.0,96441.26059196802,,,
0.19,0.0,0.0,84.36583534881757,0.0,0.0,0.0,,,,
0.2,0.0,0.0,84.34587699071224,0.0,0.0,0.0,96437.68317841525,33.498625099987436,-99.3376124767802,417.97355351275115
0.21,0.0,0.0,84.37724852546825,0.0,0.0,0.0,,,,
