time_s,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z
0.0,0.0001214806532559414,-0.00182838292024875,-9.78503943901878,-0.001293097241229224,0.0006897760632990338,-0.00024507238503064727
0.0033333333333333335,0.0007608132723664583,-0.008274089058899271,7.587488979116203,7.15667311958203e-05,0.0003077411914774124,8.682263993839796e-05
0.006666666666666667,0.00044051776982236197,-0.002137566260773921,12.074890644580327,-0.0010867992564732151,0.001171803479999004,-0.0005365528818507017
0.01,0.0004480487778039522,-0.009866217682674415,16.572764310759535,-0.002335034427413999,0.00031940095075112194,0.0025969101770107732
0.013333333333333334,-0.004288778052795979,0.0050374566540508205,21.07299368396773,0.0010680124388036448,0.00012841353651651168,0.0004831011789399437
0.016666666666666666,0.0031954190798937705,-0.0033665096211394573,25.576061600863778,-0.0012916954251348195,-2.2565768869123325e-05,3.610087019321928e-05
0.02,0.003077387828486303,-0.001525443754609057,30.07375115184786,-0.003907862808968508,-0.003648259537568934,1.336895984708362e-06
0.023333333333333334,0.0005447681761403436,-0.005133842951984709,34.56048539458327,-0.00022409278287791027,-0.0023025992875628687,0.0011238876081370109
0.02666666666666667,-0.002698681237634687,-0.001211501680915742,39.06010213821902,0.003878194139068655,0.002198777359126478,0.0005221680886173154
0.03,0.0038394005732808483,-0.001418424139770284,43.56065036508136,0.002931566521096731,0.0012610291498732547,0.00011703581528334624
0.03333333333333333,0.0010182028335234225,-0.008590550110504774,48.047196512443975,-0.0041416181151254575,0.0044454276238845855,-0.0016446968611531388
0.03666666666666667,0.00127474510092569,-0.001987951264647216,52.55621764695423,-0.00013077236904876903,-0.0010598847534612963,-0.0027863721852763802
0.04,0.006277913275342129,0.007427372447441944,57.05354399888353,0.0004922623905094384,0.0014651904077544083,0.0017559124920582892
0.043333333333333335,-0.0008350415294102784,0.003318453465160652,60.89151995681308,0.0007095117861415824,-0.001253651467340066,-0.00488986372232979
0.04666666666666667,-0.0005445674455384435,0.008580566072506159,64.73676500575895,-0.0002875063872578908,0.00015871739399844404,-0.002358377042250382
0.05,0.0016620559766156995,-0.001973302348394989,68.57052188123406,-0.0013415830120677619,-0.001873911760839427,-0.002270369222615443
0.05333333333333334,0.00813999309442288,0.004743005477069899,72.40771849898233,-0.0012878738590508328,0.0009566651013285382,-0.0012645248303787548
0.05666666666666667,0.0008657418335403281,-0.005674324758719227,76.2507637368242,-0.0019039749570314997,0.00026739784580272143,0.0004613169546046806
0.06,-4.326635827077457e-05,0.0045523890413270525,80.08096949331814,0.0005621635518230759,0.0003908848167008581,-0.0017155176299177837
0.06333333333333334,-0.0051109639504342665,0.0009156370447160649,81.28394141219765,0.004059288093309615,-3.642222002771691e-05,-0.0019466492033642882
0.06666666666666667,-0.0022601283136225916,0.008637315937074086,82.38268732453713,0.0008809004399681624,-0.0031629916056708433,-0.00015009592001117417
0.07,-0.0020410405696863463,-0.0015330387486383137,83.50444777131761,-0.0036684425107307937,0.002597752760311536,0.004087187276518176
0.07333333333333333,-0.001259714063546021,-0.004583018276670157,84.61949811801988,0.0008065432567323777,0.0008140766329806594,-9.893841180782945e-05
